Wall time,Step,Value
1693909341.6261888,160768,11.01334285736084
1693909352.906223,161792,11.325995445251465
1693909364.1720312,162816,11.494377136230469
1693909375.377234,163840,11.6309232711792
1693909386.6608682,164864,11.849662780761719
1693909397.7813365,165888,11.906610488891602
1693909409.0822031,166912,11.628715515136719
1693909420.3818388,167936,11.612808227539062
1693909431.8689287,168960,11.564770698547363
1693909443.3062863,169984,11.512842178344727
1693909454.704193,171008,11.536832809448242
1693909466.1337714,172032,11.48690414428711
1693909477.4664068,173056,11.408210754394531
1693909488.7424784,174080,11.270983695983887
1693909499.968049,175104,11.392001152038574
1693909511.3215775,176128,11.30038833618164
1693909522.762599,177152,11.701549530029297
1693909534.3192065,178176,11.75217342376709
1693909545.7415152,179200,11.966635704040527
1693909557.213234,180224,11.966635704040527
1693909568.9398963,181248,12.036582946777344
1693909580.6874502,182272,12.036582946777344
1693909592.1045573,183296,12.218719482421875
1693909603.5029967,184320,12.218719482421875
1693909615.0039349,185344,12.150920867919922
1693909626.4706805,186368,12.150920867919922
1693909638.0598922,187392,12.139421463012695
1693909649.4571872,188416,12.139421463012695
1693909661.176789,189440,12.22252368927002
1693909672.389201,190464,12.22252368927002
1693909684.1955457,191488,12.191675186157227
1693909695.5090396,192512,12.191675186157227
1693909707.0731957,193536,12.269268989562988
1693909718.238224,194560,12.269268989562988
1693909729.6245348,195584,12.390986442565918
1693909740.9835548,196608,12.390986442565918
1693909752.428587,197632,12.204023361206055
1693909763.689165,198656,12.204023361206055
1693909775.444139,199680,11.729085922241211
1693909786.9617724,200704,11.729085922241211
1693909798.421742,201728,12.0719633102417
1693909809.6420915,202752,12.0719633102417
1693909821.126542,203776,12.41180419921875
1693909832.6964958,204800,12.403891563415527
1693909844.0129237,205824,12.403891563415527
1693909855.5166433,206848,12.481039047241211
1693909867.1816835,207872,12.481039047241211
1693909878.6177685,208896,12.714705467224121
1693909890.298873,209920,12.714705467224121
1693909902.0877473,210944,12.476374626159668
1693909913.8245509,211968,12.476374626159668
1693909925.1926665,212992,12.587425231933594
1693909936.515637,214016,12.587425231933594
1693909948.1727247,215040,12.874286651611328
1693909959.3501086,216064,12.874286651611328
1693909970.718587,217088,12.921526908874512
1693909982.066747,218112,12.921526908874512
1693909993.622202,219136,13.10631275177002
1693910004.9393902,220160,13.10631275177002
1693910016.2870913,221184,13.303832054138184
1693910027.731011,222208,13.303832054138184
1693910039.2891748,223232,12.945205688476562
1693910050.5073967,224256,12.945205688476562
1693910062.1196601,225280,12.696858406066895
1693910073.2920022,226304,12.696858406066895
1693910084.5394084,227328,12.467181205749512
1693910095.874613,228352,12.467181205749512
1693910107.1849306,229376,12.557204246520996
1693910118.6332994,230400,12.645429611206055
1693910129.932562,231424,12.99110221862793
1693910141.907727,232448,13.088796615600586
1693910153.3791852,233472,12.991277694702148
1693910164.585794,234496,12.936352729797363
1693910175.8772974,235520,13.279278755187988
1693910187.1346834,236544,13.235276222229004
1693910198.2877796,237568,13.598834991455078
1693910209.4547224,238592,13.490599632263184
1693910220.6859195,239616,13.605484008789062
1693910231.7828944,240640,13.543210983276367
1693910243.0122232,241664,13.334970474243164
1693910254.0155697,242688,13.129947662353516
1693910265.3161147,243712,13.340193748474121
1693910276.5812259,244736,13.286534309387207
1693910288.0092018,245760,13.2062349319458
1693910299.422997,246784,13.376018524169922
1693910310.5983567,247808,13.15625286102295
1693910321.8906467,248832,13.144274711608887
1693910332.861863,249856,12.843400001525879
1693910344.4348707,250880,12.733713150024414
1693910355.5965097,251904,12.788339614868164
1693910367.0644467,252928,12.866546630859375
1693910378.3615046,253952,13.1024751663208
1693910389.980368,254976,13.153474807739258
1693910401.7147007,256000,12.943562507629395
1693910412.8620098,257024,12.996933937072754
1693910424.3220375,258048,13.012619972229004
1693910435.6036515,259072,13.018180847167969
1693910446.6817865,260096,13.161201477050781
1693910457.8123171,261120,13.080667495727539
1693910469.189846,262144,13.18086051940918
1693910480.2263744,263168,12.91653823852539
1693910491.2687347,264192,12.919565200805664
1693910502.5360358,265216,13.236627578735352
1693910514.073536,266240,13.325871467590332
1693910525.6196866,267264,13.39077091217041
1693910537.0834274,268288,13.35489273071289
1693910549.1400828,269312,13.586084365844727
1693910560.4265194,270336,13.67148494720459
1693910571.7968268,271360,13.599201202392578
1693910583.1020398,272384,13.714702606201172
1693910594.4774008,273408,13.769816398620605
1693910605.979587,274432,13.88467788696289
1693910617.4151275,275456,13.739494323730469
1693910628.9372985,276480,13.68625545501709
1693910640.3447862,277504,13.757716178894043
1693910651.7988143,278528,13.960053443908691
1693910663.0857203,279552,13.580384254455566
1693910674.2845807,280576,13.248302459716797
1693910685.4666336,281600,12.85837459564209
1693910696.7643182,282624,12.85837459564209
1693910708.0127397,283648,12.49284553527832
1693910719.2535017,284672,12.49284553527832
1693910730.886383,285696,11.95944881439209
1693910742.234582,286720,11.95944881439209
1693910753.5408206,287744,11.448104858398438
1693910764.4991214,288768,11.448104858398438
1693910775.6885188,289792,11.908333778381348
1693910786.9600637,290816,11.908333778381348
1693910798.6995702,291840,12.329784393310547
1693910809.8760478,292864,12.329784393310547
1693910821.2774098,293888,12.514581680297852
1693910832.2546592,294912,12.514581680297852
1693910843.8145773,295936,13.06492805480957
1693910855.0270345,296960,13.06492805480957
1693910866.4053638,297984,13.269725799560547
1693910877.554086,299008,13.269725799560547
1693910888.892631,300032,13.28188705444336
1693910900.0950427,301056,13.28188705444336
1693910911.5396292,302080,12.959358215332031
1693910922.5811899,303104,12.959358215332031
1693910933.92082,304128,12.838808059692383
1693910945.2042644,305152,12.838808059692383
1693910956.3427103,306176,12.70041561126709
1693910967.7136183,307200,12.838990211486816
1693910978.78619,308224,12.838990211486816
1693910990.0213938,309248,12.512266159057617
1693911000.9409645,310272,12.512266159057617
1693911012.2008324,311296,12.674372673034668
1693911023.079467,312320,12.674372673034668
1693911034.4067242,313344,12.803252220153809
1693911045.4620726,314368,12.803252220153809
1693911056.727823,315392,12.54519271850586
1693911067.8822708,316416,12.54519271850586
1693911079.0806653,317440,12.502251625061035
1693911090.2099814,318464,12.502251625061035
1693911101.5910752,319488,13.247023582458496
1693911112.783343,320512,13.247023582458496
1693911123.8937018,321536,13.448822021484375
1693911134.9174063,322560,13.448822021484375
1693911146.4638848,323584,13.461603164672852
1693911157.546567,324608,13.461603164672852
1693911168.7212722,325632,13.500057220458984
1693911179.745631,326656,13.500057220458984
1693911191.0076666,327680,13.198417663574219
1693911201.9565096,328704,13.198417663574219
1693911213.0895443,329728,12.471442222595215
1693911224.3362682,330752,12.471442222595215
1693911235.6328983,331776,11.925007820129395
1693911246.7425246,332800,11.810845375061035
1693911257.9331095,333824,12.230217933654785
1693911268.8639033,334848,12.383138656616211
1693911280.1322708,335872,12.505250930786133
1693911291.0713222,336896,12.526056289672852
1693911302.013508,337920,12.738848686218262
1693911312.8201394,338944,12.61759090423584
1693911324.205818,339968,12.985304832458496
1693911335.2244246,340992,12.900403022766113
1693911346.428405,342016,13.04798412322998
1693911357.5259302,343040,12.906423568725586
1693911368.7865586,344064,12.315559387207031
1693911380.1189387,345088,12.244912147521973
1693911391.093237,346112,11.98513126373291
1693911402.0451899,347136,12.173691749572754
1693911413.0380974,348160,12.309821128845215
1693911424.2029092,349184,12.515301704406738
1693911435.3423853,350208,12.136430740356445
1693911446.2537313,351232,12.200708389282227
1693911457.6036086,352256,12.681049346923828
1693911468.9178789,353280,12.732269287109375
1693911479.8518543,354304,12.9928560256958
1693911490.7467282,355328,12.651511192321777
1693911502.0625925,356352,13.007948875427246
1693911513.008868,357376,12.930147171020508
1693911524.321354,358400,12.517803192138672
1693911535.058512,359424,12.644792556762695
1693911546.2606528,360448,12.69710922241211
1693911557.3438761,361472,12.39218521118164
1693911568.3404808,362496,12.25379753112793
1693911579.2279248,363520,12.316275596618652
1693911590.4237087,364544,12.680557250976562
1693911602.402352,365568,12.460567474365234
1693911613.4447386,366592,12.3862886428833
1693911624.5094364,367616,12.51849365234375
1693911635.5695763,368640,12.392675399780273
1693911646.7290938,369664,12.486560821533203
1693911657.6437755,370688,12.42739200592041
1693911668.5308003,371712,12.453177452087402
1693911679.6299667,372736,12.67969799041748
1693911690.5826523,373760,12.978421211242676
1693911701.6341343,374784,13.024158477783203
1693911713.0610304,375808,13.295156478881836
1693911724.4819443,376832,13.12702465057373
1693911735.5363414,377856,12.98063850402832
1693911746.5738223,378880,13.190893173217773
1693911757.5202935,379904,13.395743370056152
1693911768.5952888,380928,13.475470542907715
1693911779.607496,381952,13.50295352935791
1693911790.76348,382976,13.663652420043945
1693911801.739716,384000,13.383033752441406
1693911812.642816,385024,13.383033752441406
1693911823.8277986,386048,13.510833740234375
1693911834.7575698,387072,13.510833740234375
1693911845.956369,388096,13.462443351745605
1693911857.057351,389120,13.462443351745605
1693911868.1645415,390144,13.15719985961914
1693911879.0518396,391168,13.15719985961914
1693911890.340561,392192,12.913041114807129
1693911901.0196261,393216,12.913041114807129
1693911912.1879117,394240,12.81185531616211
1693911923.1045084,395264,12.81185531616211
1693911934.1182377,396288,12.17648983001709
1693911945.1206732,397312,12.17648983001709
1693911956.39204,398336,12.2909574508667
1693911967.2759492,399360,12.2909574508667
1693911978.4444008,400384,12.312769889831543
