linear_score;flowtime_sum;worker_load;job_uncertainty_mean
0,9743123724571886;172413,11999999997;249,12532839506196;0,16508098599496182
0,9648982113248339;172925,84000000005;243,6472900462968;0,1631672610550508
0,963916399330655;172387,59999999995;238,89863078703712;0,16985596964844712
0,972759652960926;171912,00000000003;245,34602839506186;0,1698746691246897
0,9911313724995683;172018,72000000006;257,0575388117285;0,16994303125367125
0,9894304059438318;171765,84000000003;252,67655061728388;0,17491154746304433
0,9772514412381824;172726,32000000004;250,89959969135842;0,16461687452363505
0,9688673426252461;171529,20000000007;240,1770017746914;0,17424995427915413
0,9859109679966167;172143,99999999997;252,4578684413582;0,17132930501076346
0,9682206630661465;172083,67999999996;243,83688449074089;0,16757101078103825
0,9561423920660138;172190,39999999994;233,146202469136;0,17122147047273906
0,9737109259318243;172626,56000000008;247,4295832561731;0,16641317716709483
0,9806608505157535;172144,00000000003;249,2492925154323;0,17105933278958985
0,9903308871126594;172540,72;260,5350876543214;0,16344296256817425
0,9855828754839728;172025,68000000005;253,42327214506187;0,1699736543372513
0,9783910868022958;171937,52000000005;246,8844367283953;0,17269483246615394
0,9731057921636372;171830,80000000002;242,43718695987658;0,17429484722285912
0,9978792504738501;171622,0000000001;257,86247029320987;0,17561173973003774
0,9684797175208499;172610,32;244,04314320987686;0,16643471343278304
0,9687047316228722;172239,12;243,2718098765434;0,1684442675670865
