linear_score;flowtime_sum;worker_load;job_uncertainty_mean
0,9564235819843163;219308,0400000001;247,90026666666685;0,18546904371607742
0,9800991729183278;219416,40000000008;264,96664043209864;0,18405836775870368
0,9819182064172759;218849,40000000014;261,4343058449076;0,19185848816186643
0,9633937247886262;219736,4400000001;254,43409228395063;0,1822004468612564
0,9951154997259144;217375,2;270,6420037037038;0,1942521469394539
0,9842420121086761;219212,2800000001;265,1889504436736;0,18813626372029554
0,9652808995435859;219091,32000000004;251,77536172839513;0,18896590588672382
0,9681886067975568;219282,84000000023;256,37290044367285;0,18492099507045212
0,9846369577597635;219494,5200000001;267,4459888695987;0,18480972512337568
0,9659074535472054;219529,8000000001;256,61514320987663;0,18191690716708153
0,9599657910005756;219600,36000000007;249,78199303626604;0,18571778597508523
0,9948800216770735;218630,15999999997;269,80025486111134;0,19297290723053173
0,9633011278864392;219408,84000000003;252,56694375000023;0,18534841883507003
0,9911816322905007;217375,2;267,9486583140432;0,1942521469394539
0,9945253061082165;219522,24000000008;275,67747746913597;0,18268464110512142
0,9775240683260071;219335,76000000007;262,25243425925913;0,18555351396977965
0,9714362852281466;219056,0400000001;255,0879726658952;0,19030967072491767
0,9847982153090286;219166,92000000016;264,1791064621916;0,1901924743354278
0,9939277992005443;218610,0;269,35870740740773;0,19271017186039924
0,9910649975551945;219272,76000000018;271,0902152584878;0,18628134539507332
