;n_nodes;n_edges;n_node_attrs;n_edge_attrs;hidden_dim;batch_size;proc_time
209;50;500;10;50;64;64;0.26314739999361336
210;50;500;10;50;256;1;0.056791899958625436
211;50;500;10;50;256;16;0.11351890000514686
212;50;500;10;50;256;64;0.2592148999683559
213;50;500;10;50;512;1;0.06737119995523244
214;50;500;10;50;512;16;0.11203540000133216
215;50;500;10;50;512;64;0.27716930001042783
216;50;500;50;5;64;1;0.04298120003659278
217;50;500;50;5;64;16;0.08525260002352297
218;50;500;50;5;64;64;0.23982290003914386
219;50;500;50;5;256;1;0.054101500078104436
220;50;500;50;5;256;16;0.11355830007232726
221;50;500;50;5;256;64;0.25793269998393953
222;50;500;50;5;512;1;0.06040920002851635
223;50;500;50;5;512;16;0.11557060002814978
224;50;500;50;5;512;64;0.2805216000415385
225;50;500;50;10;64;1;0.045691699953749776
226;50;500;50;10;64;16;0.08850459998939186
227;50;500;50;10;64;64;0.23145060008391738
228;50;500;50;10;256;1;0.05366840003989637
229;50;500;50;10;256;16;0.0923368000658229
230;50;500;50;10;256;64;0.25241319998167455
231;50;500;50;10;512;1;0.05996289988979697
232;50;500;50;10;512;16;0.1130177000304684
233;50;500;50;10;512;64;0.26971050002612174
234;50;500;50;50;64;1;0.043957100016996264
235;50;500;50;50;64;16;0.08546800003387034
236;50;500;50;50;64;64;0.2520388000411913
237;50;500;50;50;256;1;0.050252400105819106
238;50;500;50;50;256;16;0.09745840006507933
239;50;500;50;50;256;64;0.25337990000844
240;50;500;50;50;512;1;0.059417199925519526
241;50;500;50;50;512;16;0.10669060004875064
242;50;500;50;50;512;64;0.27772120002191514
243;100;50;5;5;64;1;0.03950429998803884
244;100;50;5;5;64;16;0.09578490001149476
245;100;50;5;5;64;64;0.24303810007404536
246;100;50;5;5;256;1;0.050074399914592505
247;100;50;5;5;256;16;0.10133650002535433
248;100;50;5;5;256;64;0.2549976999871433
249;100;50;5;5;512;1;0.050085099996067584
250;100;50;5;5;512;16;0.10253149992786348
251;100;50;5;5;512;64;0.26890619995538145
252;100;50;5;10;64;1;0.03952899994328618
253;100;50;5;10;64;16;0.0932519999332726
254;100;50;5;10;64;64;0.23242709995247424
255;100;50;5;10;256;1;0.05041119991801679
256;100;50;5;10;256;16;0.10231960006058216
257;100;50;5;10;256;64;0.2665049999486655
258;100;50;5;10;512;1;0.053778299945406616
259;100;50;5;10;512;16;0.11290619999635965
260;100;50;5;10;512;64;0.2499924999428913
261;100;50;5;50;64;1;0.04406730004120618
262;100;50;5;50;64;16;0.0848318999633193
263;100;50;5;50;64;64;0.2334452000213787
264;100;50;5;50;256;1;0.054276600014418364
265;100;50;5;50;256;16;0.11179910006467253
266;100;50;5;50;256;64;0.2705975000280887
267;100;50;5;50;512;1;0.05577779992017895
268;100;50;5;50;512;16;0.10863869998138398
269;100;50;5;50;512;64;0.25514929997734725
270;100;50;10;5;64;1;0.04134240001440048
271;100;50;10;5;64;16;0.08849779993761331
272;100;50;10;5;64;64;0.23922280000988394
273;100;50;10;5;256;1;0.05064160004258156
274;100;50;10;5;256;16;0.09594649996142834
275;100;50;10;5;256;64;0.27195329999085516
276;100;50;10;5;512;1;0.05875339999329299
277;100;50;10;5;512;16;0.1066273000324145
278;100;50;10;5;512;64;0.2596391000552103
279;100;50;10;10;64;1;0.041464600013569
280;100;50;10;10;64;16;0.0876299999654293
281;100;50;10;10;64;64;0.24002339993603528
282;100;50;10;10;256;1;0.05119269993156195
283;100;50;10;10;256;16;0.11104290001094341
284;100;50;10;10;256;64;0.26969019998796284
285;100;50;10;10;512;1;0.05458400002680719
286;100;50;10;10;512;16;0.10676260001491755
287;100;50;10;10;512;64;0.26969039998948574
288;100;50;10;50;64;1;0.044518800103105605
289;100;50;10;50;64;16;0.08206259994767606
290;100;50;10;50;64;64;0.2500022000167519
291;100;50;10;50;256;1;0.053296899888664484
292;100;50;10;50;256;16;0.09852460003457963
293;100;50;10;50;256;64;0.25398839998524636
294;100;50;10;50;512;1;0.05886150000151247
295;100;50;10;50;512;16;0.11149929999373853
296;100;50;10;50;512;64;0.25456669996492565
297;100;50;50;5;64;1;0.0448084999807179
298;100;50;50;5;64;16;0.08705339999869466
299;100;50;50;5;64;64;0.2362425000173971
300;100;50;50;5;256;1;0.05445890000555664
301;100;50;50;5;256;16;0.1002277999650687
302;100;50;50;5;256;64;0.3358049999224022
303;100;50;50;5;512;1;0.07750330003909767
304;100;50;50;5;512;16;0.11520370002835989
305;100;50;50;5;512;64;0.26844919996801764
306;100;50;50;10;64;1;0.041530000045895576
307;100;50;50;10;64;16;0.0893545999424532
308;100;50;50;10;64;64;0.2478453000076115
309;100;50;50;10;256;1;0.05927450000308454
310;100;50;50;10;256;16;0.10484179994091392
311;100;50;50;10;256;64;0.2835994000779465
312;100;50;50;10;512;1;0.06446050002705306
313;100;50;50;10;512;16;0.11278259998653084
314;100;50;50;10;512;64;0.2766549999359995
315;100;50;50;50;64;1;0.04565529990941286
316;100;50;50;50;64;16;0.09385359997395426
317;100;50;50;50;64;64;0.2477127000456676
318;100;50;50;50;256;1;0.058242599945515394
319;100;50;50;50;256;16;0.11066529992967844
320;100;50;50;50;256;64;0.2708129999227822
321;100;50;50;50;512;1;0.0651439999928698
322;100;50;50;50;512;16;0.11741589999292046
323;100;50;50;50;512;64;0.27826559997629374
324;100;300;5;5;64;1;0.04331889993045479
325;100;300;5;5;64;16;0.09448940004222095
326;100;300;5;5;64;64;0.24962810007855296
327;100;300;5;5;256;1;0.053882300038821995
328;100;300;5;5;256;16;0.10515149997081608
329;100;300;5;5;256;64;0.27756409998983145
330;100;300;5;5;512;1;0.06433319998905063
331;100;300;5;5;512;16;0.11430919996928424
332;100;300;5;5;512;64;0.28507880005054176
333;100;300;5;10;64;1;0.04283139994367957
334;100;300;5;10;64;16;0.09391250007320195
335;100;300;5;10;64;64;0.24910779995843768
336;100;300;5;10;256;1;0.05991339997854084
337;100;300;5;10;256;16;0.10572600003797561
338;100;300;5;10;256;64;0.2776019999291748
339;100;300;5;10;512;1;0.06413439998868853
340;100;300;5;10;512;16;0.11592540005221963
341;100;300;5;10;512;64;0.28917560004629195
342;100;300;5;50;64;1;0.04218419990502298
343;100;300;5;50;64;16;0.08538279996719211
344;100;300;5;50;64;64;0.24963989993557334
345;100;300;5;50;256;1;0.06046880001667887
346;100;300;5;50;256;16;0.11203359998762608
347;100;300;5;50;256;64;0.26839700003620237
348;100;300;5;50;512;1;0.06864459998905659
349;100;300;5;50;512;16;0.11735139996744692
350;100;300;5;50;512;64;0.27498610003385693
351;100;300;10;5;64;1;0.04035010002553463
352;100;300;10;5;64;16;0.09835240000393242
353;100;300;10;5;64;64;0.24093710002489388
354;100;300;10;5;256;1;0.05355529999360442
355;100;300;10;5;256;16;0.10656940005719662
356;100;300;10;5;256;64;0.2821661999914795
357;100;300;10;5;512;1;0.0651507000438869
358;100;300;10;5;512;16;0.12648640002589673
359;100;300;10;5;512;64;0.28304260002914816
360;100;300;10;10;64;1;0.04439929989166558
361;100;300;10;10;64;16;0.09383320005144924
362;100;300;10;10;64;64;0.25701289996504784
363;100;300;10;10;256;1;0.05739279999397695
364;100;300;10;10;256;16;0.10812640003859997
365;100;300;10;10;256;64;0.2731791000114754
366;100;300;10;10;512;1;0.06237589998636395
367;100;300;10;10;512;16;0.12582009995821863
368;100;300;10;10;512;64;0.273417399963364
369;100;300;10;50;64;1;0.04428530007135123
370;100;300;10;50;64;16;0.08630589989479631
371;100;300;10;50;64;64;0.2558888999046758
372;100;300;10;50;256;1;0.06256839993875474
373;100;300;10;50;256;16;0.11587620002683252
374;100;300;10;50;256;64;0.2985936999320984
375;100;300;10;50;512;1;0.07520779990591109
376;100;300;10;50;512;16;0.1254211999475956
377;100;300;10;50;512;64;0.29634459991939366
378;100;300;50;5;64;1;0.05332850001286715
379;100;300;50;5;64;16;0.09874330007005483
380;100;300;50;5;64;64;0.24129099992569536
381;100;300;50;5;256;1;0.057788999984040856
382;100;300;50;5;256;16;0.11123809998389333
383;100;300;50;5;256;64;0.2990923000033945
384;100;300;50;5;512;1;0.07281699997838587
385;100;300;50;5;512;16;0.11711569991894066
386;100;300;50;5;512;64;0.276566999964416
387;100;300;50;10;64;1;0.05481400003191084
388;100;300;50;10;64;16;0.10660940001253039
389;100;300;50;10;64;64;0.24709950003307313
390;100;300;50;10;256;1;0.054103400092571974
391;100;300;50;10;256;16;0.11657399998512119
392;100;300;50;10;256;64;0.2775170999811962
393;100;300;50;10;512;1;0.0700043000979349
394;100;300;50;10;512;16;0.13322929991409183
395;100;300;50;10;512;64;0.2852979999734089
396;100;300;50;50;64;1;0.04645899997558445
397;100;300;50;50;64;16;0.09270999999716878
398;100;300;50;50;64;64;0.2569221999729052
399;100;300;50;50;256;1;0.06181789992842823
400;100;300;50;50;256;16;0.11011680006049573
401;100;300;50;50;256;64;0.27377549989614636
402;100;300;50;50;512;1;0.06831800006330013
403;100;300;50;50;512;16;0.11494710005354136
404;100;300;50;50;512;64;0.2863952999468893
405;100;500;5;5;64;1;0.04657450004015118
406;100;500;5;5;64;16;0.10071990010328591
407;100;500;5;5;64;64;0.2536419000243768
408;100;500;5;5;256;1;0.06109969993121922
409;100;500;5;5;256;16;0.10551739996299148
410;100;500;5;5;256;64;0.28574020008090883
411;100;500;5;5;512;1;0.07069449999835342
412;100;500;5;5;512;16;0.11967219994403422
413;100;500;5;5;512;64;0.2844970999285579
414;100;500;5;10;64;1;0.04640220000874251
415;100;500;5;10;64;16;0.10401020001154393
416;100;500;5;10;64;64;0.25417590001598
417;100;500;5;10;256;1;0.059364299988374114
418;100;500;5;10;256;16;0.11793019995093346
419;100;500;5;10;256;64;0.2874566001119092
420;100;500;5;10;512;1;0.06497820001095533
421;100;500;5;10;512;16;0.11839980003423989
422;100;500;5;10;512;64;0.28864629997406155
423;100;500;5;50;64;1;0.04843130009248853
424;100;500;5;50;64;16;0.09169440006371588
425;100;500;5;50;64;64;0.24781830003485084
426;100;500;5;50;256;1;0.05865070002619177
427;100;500;5;50;256;16;0.10991120000835508
428;100;500;5;50;256;64;0.27565820002928376
429;100;500;5;50;512;1;0.07272860000375658
430;100;500;5;50;512;16;0.12405380001291633
431;100;500;5;50;512;64;0.29289719997905195
432;100;500;10;5;64;1;0.04542630002833903
433;100;500;10;5;64;16;0.09641740005463362
434;100;500;10;5;64;64;0.2559124999679625
435;100;500;10;5;256;1;0.06095119996462017
436;100;500;10;5;256;16;0.1145750000141561
437;100;500;10;5;256;64;0.28336920007131994
438;100;500;10;5;512;1;0.06952420005109161
439;100;500;10;5;512;16;0.11810149997472763
440;100;500;10;5;512;64;0.2893133999314159
441;100;500;10;10;64;1;0.047832699958235025
442;100;500;10;10;64;16;0.09956099989358336
443;100;500;10;10;64;64;0.2568788999924436
444;100;500;10;10;256;1;0.06556949997320771
445;100;500;10;10;256;16;0.1136208000825718
446;100;500;10;10;256;64;0.2901093000546098
447;100;500;10;10;512;1;0.06926490005571395
448;100;500;10;10;512;16;0.12476789997890592
449;100;500;10;10;512;64;0.2939460000488907
450;100;500;10;50;64;1;0.045826700050383806
451;100;500;10;50;64;16;0.09207250003237277
452;100;500;10;50;64;64;0.2512198999756947
453;100;500;10;50;256;1;0.06444579991512
454;100;500;10;50;256;16;0.11785369995050132
455;100;500;10;50;256;64;0.28396809997502714
456;100;500;10;50;512;1;0.07289670000318438
457;100;500;10;50;512;16;0.12058729992713779
458;100;500;10;50;512;64;0.28090170002542436
459;100;500;50;5;64;1;0.04408190003596246
460;100;500;50;5;64;16;0.09483560000080615
461;100;500;50;5;64;64;0.24875140003859997
462;100;500;50;5;256;1;0.0579649000428617
463;100;500;50;5;256;16;0.11323460005223751
464;100;500;50;5;256;64;0.278248899965547
465;100;500;50;5;512;1;0.0669724999461323
466;100;500;50;5;512;16;0.12353189999703318
467;100;500;50;5;512;64;0.29503509995993227
468;100;500;50;10;64;1;0.046038500033318996
469;100;500;50;10;64;16;0.09372670005541295
470;100;500;50;10;64;64;0.24686369998380542
471;100;500;50;10;256;1;0.062497899984009564
472;100;500;50;10;256;16;0.11655889998655766
473;100;500;50;10;256;64;0.28832739999052137
474;100;500;50;10;512;1;0.07367770001292229
475;100;500;50;10;512;16;0.12154580000787973
476;100;500;50;10;512;64;0.29711310006678104
477;100;500;50;50;64;1;0.04591940005775541
478;100;500;50;50;64;16;0.08992810000199825
479;100;500;50;50;64;64;0.2685596999945119
480;100;500;50;50;256;1;0.05890890001319349
481;100;500;50;50;256;16;0.11636540002655238
482;100;500;50;50;256;64;0.28710939991287887
483;100;500;50;50;512;1;0.07066319999285042
484;100;500;50;50;512;16;0.12105419998988509
485;100;500;50;50;512;64;0.3048131000250578
486;250;50;5;5;64;1;0.04857770004309714
487;250;50;5;5;64;16;0.09927899995818734
488;250;50;5;5;64;64;0.2681989000411704
489;250;50;5;5;256;1;0.06526910001412034
490;250;50;5;5;256;16;0.12280070001725107
491;250;50;5;5;256;64;0.2961399999912828
492;250;50;5;5;512;1;0.08604309998918325
493;250;50;5;5;512;16;0.15515260002575815
494;250;50;5;5;512;64;0.31300730002112687
495;250;50;5;10;64;1;0.04833700007293373
496;250;50;5;10;64;16;0.11201710009481758
497;250;50;5;10;64;64;0.2674085999606177
498;250;50;5;10;256;1;0.06066289998125285
499;250;50;5;10;256;16;0.11838870006613433
500;250;50;5;10;256;64;0.3065271999221295
501;250;50;5;10;512;1;0.0869929000036791
502;250;50;5;10;512;16;0.14306929998565465
503;250;50;5;10;512;64;0.3187824999913573
504;250;50;5;50;64;1;0.04854650003835559
505;250;50;5;50;64;16;0.09956440003588796
506;250;50;5;50;64;64;0.2830566999036819
507;250;50;5;50;256;1;0.06134549994021654
508;250;50;5;50;256;16;0.11956599995028228
509;250;50;5;50;256;64;0.28946470003575087
510;250;50;5;50;512;1;0.0864540000911802
511;250;50;5;50;512;16;0.1466820000205189
512;250;50;5;50;512;64;0.319920799927786
513;250;50;10;5;64;1;0.05244829994626343
514;250;50;10;5;64;16;0.10589180001989007
515;250;50;10;5;64;64;0.2602802999317646
516;250;50;10;5;256;1;0.06468750000931323
517;250;50;10;5;256;16;0.12477420002687722
518;250;50;10;5;256;64;0.2851619999855757
519;250;50;10;5;512;1;0.08072809991426766
520;250;50;10;5;512;16;0.14272699994035065
521;250;50;10;5;512;64;0.31964100000914186
522;250;50;10;10;64;1;0.04552839999087155
523;250;50;10;10;64;16;0.09907170000951737
524;250;50;10;10;64;64;0.26093710004352033
525;250;50;10;10;256;1;0.06093859998509288
526;250;50;10;10;256;16;0.1171135000186041
527;250;50;10;10;256;64;0.29281240003183484
528;250;50;10;10;512;1;0.08156600000802428
529;250;50;10;10;512;16;0.14574710000306368
530;250;50;10;10;512;64;0.33549179998226464
531;250;50;10;50;64;1;0.05495480005629361
532;250;50;10;50;64;16;0.10174820001702756
533;250;50;10;50;64;64;0.2703694000374526
534;250;50;10;50;256;1;0.06338129995856434
535;250;50;10;50;256;16;0.11609150003641844
536;250;50;10;50;256;64;0.3000857000006363
537;250;50;10;50;512;1;0.08788030000869185
538;250;50;10;50;512;16;0.14456350007094443
539;250;50;10;50;512;64;0.32635440002195537
540;250;50;50;5;64;1;0.054580199997872114
541;250;50;50;5;64;16;0.10309880005661398
542;250;50;50;5;64;64;0.279328600037843
543;250;50;50;5;256;1;0.06459429999813437
544;250;50;50;5;256;16;0.11555500002577901
545;250;50;50;5;256;64;0.2878735000267625
546;250;50;50;5;512;1;0.09034210001118481
547;250;50;50;5;512;16;0.13689480000175536
548;250;50;50;5;512;64;0.32824669999536127
549;250;50;50;10;64;1;0.04844150005374104
550;250;50;50;10;64;16;0.10845530009828508
551;250;50;50;10;64;64;0.2777087999274954
552;250;50;50;10;256;1;0.07194630010053515
553;250;50;50;10;256;16;0.12894890003371984
554;250;50;50;10;256;64;0.31215799995698035
555;250;50;50;10;512;1;0.10993459995370358
556;250;50;50;10;512;16;0.1725309999892488
557;250;50;50;10;512;64;0.3464777999324724
558;250;50;50;50;64;1;0.04719199996907264
559;250;50;50;50;64;16;0.09962380002252758
560;250;50;50;50;64;64;0.3009195999475196
561;250;50;50;50;256;1;0.0720869000069797
562;250;50;50;50;256;16;0.12384989997372031
563;250;50;50;50;256;64;0.32650419999845326
564;250;50;50;50;512;1;0.10301920003257692
565;250;50;50;50;512;16;0.17346740001812577
566;250;50;50;50;512;64;0.4077849000459537
567;250;300;5;5;64;1;0.05752780009061098
568;250;300;5;5;64;16;0.10497730004135519
569;250;300;5;5;64;64;0.2785098000895232
570;250;300;5;5;256;1;0.07117070001550019
571;250;300;5;5;256;16;0.12995849992148578
572;250;300;5;5;256;64;0.3050496999640018
573;250;300;5;5;512;1;0.10622120008338243
574;250;300;5;5;512;16;0.16733229998499155
575;250;300;5;5;512;64;0.38849419995676726
576;250;300;5;10;64;1;0.056861900025978684
577;250;300;5;10;64;16;0.10586699994746596
578;250;300;5;10;64;64;0.2921265000477433
579;250;300;5;10;256;1;0.07008049997966737
580;250;300;5;10;256;16;0.11763250001240522
581;250;300;5;10;256;64;0.2903821000363678
582;250;300;5;10;512;1;0.08871160005219281
583;250;300;5;10;512;16;0.14836820005439222
584;250;300;5;10;512;64;0.3312895999988541
585;250;300;5;50;64;1;0.052335500018671155
586;250;300;5;50;64;16;0.10141360003035516
587;250;300;5;50;64;64;0.26163399999495596
588;250;300;5;50;256;1;0.06487860006745905
589;250;300;5;50;256;16;0.1270492000039667
590;250;300;5;50;256;64;0.2974049999611452
591;250;300;5;50;512;1;0.0893122999696061
592;250;300;5;50;512;16;0.14803150005172938
593;250;300;5;50;512;64;0.3438778999261558
594;250;300;10;5;64;1;0.06110869999974966
595;250;300;10;5;64;16;0.11134539998602122
596;250;300;10;5;64;64;0.27242749999277294
597;250;300;10;5;256;1;0.07130860001780093
598;250;300;10;5;256;16;0.1283648000098765
