;n_nodes;n_edges;n_node_attrs;n_edge_attrs;hidden_dim;batch_size;proc_time
599;250;300;10;5;256;64;0.2922770999139175
600;250;300;10;5;512;1;0.10222680005244911
601;250;300;10;5;512;16;0.14782760001253337
602;250;300;10;5;512;64;0.32666760007850826
603;250;300;10;10;64;1;0.05204659991431981
604;250;300;10;10;64;16;0.10064619989134371
605;250;300;10;10;64;64;0.26649740000721067
606;250;300;10;10;256;1;0.06817570002749562
607;250;300;10;10;256;16;0.12753050005994737
608;250;300;10;10;256;64;0.2869333999697119
609;250;300;10;10;512;1;0.09189559996593744
610;250;300;10;10;512;16;0.1430016999365762
611;250;300;10;10;512;64;0.32542459992691875
612;250;300;10;50;64;1;0.05562880006618798
613;250;300;10;50;64;16;0.1067623000126332
614;250;300;10;50;64;64;0.27653270005248487
615;250;300;10;50;256;1;0.06834949995391071
616;250;300;10;50;256;16;0.11446220008656383
617;250;300;10;50;256;64;0.2860651999944821
618;250;300;10;50;512;1;0.08647350000683218
619;250;300;10;50;512;16;0.1519502999726683
620;250;300;10;50;512;64;0.333155500004068
621;250;300;50;5;64;1;0.04944090009666979
622;250;300;50;5;64;16;0.10202849993947893
623;250;300;50;5;64;64;0.2709569000871852
624;250;300;50;5;256;1;0.06362260004971176
625;250;300;50;5;256;16;0.12390670005697757
626;250;300;50;5;256;64;0.3033135000150651
627;250;300;50;5;512;1;0.0960464000236243
628;250;300;50;5;512;16;0.14355979999527335
629;250;300;50;5;512;64;0.3264686999609694
630;250;300;50;10;64;1;0.05126360000576824
631;250;300;50;10;64;16;0.10797549993731081
632;250;300;50;10;64;64;0.2719780000625178
633;250;300;50;10;256;1;0.06813109992071986
634;250;300;50;10;256;16;0.12702170002739877
635;250;300;50;10;256;64;0.29763090005144477
636;250;300;50;10;512;1;0.09902199998032302
637;250;300;50;10;512;16;0.14898910000920296
638;250;300;50;10;512;64;0.38848339999094605
639;250;300;50;50;64;1;0.06304289994295686
640;250;300;50;50;64;16;0.11437630001455545
641;250;300;50;50;64;64;0.29498609993606806
642;250;300;50;50;256;1;0.07527599995955825
643;250;300;50;50;256;16;0.13669620000291616
644;250;300;50;50;256;64;0.32295639999210835
645;250;300;50;50;512;1;0.09765619994141161
646;250;300;50;50;512;16;0.16369429999031126
647;250;300;50;50;512;64;0.3472770999651402
648;250;500;5;5;64;1;0.056306400103494525
649;250;500;5;5;64;16;0.11145620001479983
650;250;500;5;5;64;64;0.2854303999338299
651;250;500;5;5;256;1;0.07139519997872412
652;250;500;5;5;256;16;0.12903690000530332
653;250;500;5;5;256;64;0.30746519996318966
654;250;500;5;5;512;1;0.10256400005891919
655;250;500;5;5;512;16;0.154268299927935
656;250;500;5;5;512;64;0.3435613000765443
657;250;500;5;10;64;1;0.05748009996023029
658;250;500;5;10;64;16;0.10937940003350377
659;250;500;5;10;64;64;0.2775781999807805
660;250;500;5;10;256;1;0.07019220001529902
661;250;500;5;10;256;16;0.13524049997795373
662;250;500;5;10;256;64;0.30591049999929965
663;250;500;5;10;512;1;0.10453419992700219
664;250;500;5;10;512;16;0.16230940003879368
665;250;500;5;10;512;64;0.34094080002978444
666;250;500;5;50;64;1;0.05408510006964207
667;250;500;5;50;64;16;0.10121500003151596
668;250;500;5;50;64;64;0.27455660002306104
669;250;500;5;50;256;1;0.07182269997429103
670;250;500;5;50;256;16;0.12167459994088858
671;250;500;5;50;256;64;0.2981228999560699
672;250;500;5;50;512;1;0.09990919998381287
673;250;500;5;50;512;16;0.1533569999737665
674;250;500;5;50;512;64;0.33779779996257275
675;250;500;10;5;64;1;0.05323419999331236
676;250;500;10;5;64;16;0.11587899993173778
677;250;500;10;5;64;64;0.2927381000481546
678;250;500;10;5;256;1;0.07026330009102821
679;250;500;10;5;256;16;0.11946229997556657
680;250;500;10;5;256;64;0.29263719997834414
681;250;500;10;5;512;1;0.09587269998155534
682;250;500;10;5;512;16;0.15017350006382912
683;250;500;10;5;512;64;0.31921250000596046
684;250;500;10;10;64;1;0.054590299958363175
685;250;500;10;10;64;16;0.11553469998762012
686;250;500;10;10;64;64;0.2744169000070542
687;250;500;10;10;256;1;0.07145179994404316
688;250;500;10;10;256;16;0.1202502999221906
689;250;500;10;10;256;64;0.3075695000588894
690;250;500;10;10;512;1;0.095376200042665
691;250;500;10;10;512;16;0.16834880004171282
692;250;500;10;10;512;64;0.36078399990219623
693;250;500;10;50;64;1;0.05129580001812428
694;250;500;10;50;64;16;0.10493859997950494
695;250;500;10;50;64;64;0.3107142000226304
696;250;500;10;50;256;1;0.07269619998987764
697;250;500;10;50;256;16;0.1396332000149414
698;250;500;10;50;256;64;0.304448299924843
699;250;500;10;50;512;1;0.11220830003730953
700;250;500;10;50;512;16;0.1618427000939846
701;250;500;10;50;512;64;0.3548371000215411
702;250;500;50;5;64;1;0.053913600044324994
703;250;500;50;5;64;16;0.12258510000538081
704;250;500;50;5;64;64;0.2897300999611616
705;250;500;50;5;256;1;0.07125299994368106
706;250;500;50;5;256;16;0.1260366999777034
707;250;500;50;5;256;64;0.33285290002822876
708;250;500;50;5;512;1;0.10023600002750754
709;250;500;50;5;512;16;0.152550800004974
710;250;500;50;5;512;64;0.3513923001009971
711;250;500;50;10;64;1;0.06038689997512847
712;250;500;50;10;64;16;0.10784569999668747
713;250;500;50;10;64;64;0.2747463999548927
714;250;500;50;10;256;1;0.06738799996674061
715;250;500;50;10;256;16;0.12267299997620285
716;250;500;50;10;256;64;0.30889440001919866
717;250;500;50;10;512;1;0.0970280000474304
718;250;500;50;10;512;16;0.1545024000806734
719;250;500;50;10;512;64;0.3331668999744579
720;250;500;50;50;64;1;0.05749650008510798
721;250;500;50;50;64;16;0.10647959995549172
722;250;500;50;50;64;64;0.2789972999598831
723;250;500;50;50;256;1;0.0737688000081107
724;250;500;50;50;256;16;0.13062940002419055
725;250;500;50;50;256;64;0.2991935999598354
726;250;500;50;50;512;1;0.09328450006432831
727;250;500;50;50;512;16;0.15402260003611445
728;250;500;50;50;512;64;0.34733529994264245
