Algorithm;TryNr;InstanceNr;FitnessWorkload;FitnessDeadline;RandomSeed;BestChromosome
moead;3;2;0.48546022014853396;-1128.0;287475;"['job52' 'job21' 'job36' 'job15' 'job28' 'job29' 'job43' 'job42' 'job13'
 'job24' 'job44' 'job51' 'job18' 'job45' 'job47' 'job14' 'job20' 'job35'
 'job19' 'job2' 'job31' 'job6' 'job30' 'job25' 'job8' 'job27' 'job39'
 'job22' 'job49' 'job34' 'job48' 'job38' 'job41' 'job23' 'job11' 'job40'
 'job12' 'job7' 'job4' 'job50' 'job37' 'job46' 'job17' 'job0' 'job16'
 'job5' 'job9' 'job33' 'job26' 'job3' 'job10' 'job32' 'job1']"
moead;4;2;0.461246624228395;-1160.0;110838;"['job9' 'job46' 'job40' 'job8' 'job3' 'job42' 'job41' 'job45' 'job18'
 'job34' 'job35' 'job14' 'job23' 'job20' 'job6' 'job17' 'job33' 'job44'
 'job36' 'job28' 'job1' 'job12' 'job16' 'job25' 'job50' 'job26' 'job10'
 'job31' 'job37' 'job22' 'job11' 'job15' 'job29' 'job47' 'job2' 'job27'
 'job52' 'job32' 'job19' 'job49' 'job24' 'job4' 'job5' 'job0' 'job51'
 'job48' 'job43' 'job7' 'job13' 'job38' 'job30' 'job21' 'job39']"
moead;5;2;0.5028134645061729;-1222.0;90968;"['job32' 'job50' 'job9' 'job13' 'job23' 'job17' 'job27' 'job47' 'job26'
 'job30' 'job25' 'job51' 'job38' 'job19' 'job22' 'job52' 'job34' 'job36'
 'job5' 'job3' 'job21' 'job6' 'job39' 'job18' 'job11' 'job45' 'job20'
 'job37' 'job16' 'job24' 'job29' 'job33' 'job1' 'job44' 'job35' 'job49'
 'job4' 'job10' 'job2' 'job28' 'job46' 'job42' 'job0' 'job7' 'job14'
 'job12' 'job43' 'job41' 'job48' 'job8' 'job15' 'job40' 'job31']"
moead;6;2;0.4888123613522376;-1206.0;378116;"['job3' 'job52' 'job11' 'job16' 'job17' 'job46' 'job45' 'job12' 'job42'
 'job18' 'job15' 'job47' 'job43' 'job49' 'job20' 'job21' 'job27' 'job41'
 'job29' 'job5' 'job22' 'job39' 'job6' 'job38' 'job33' 'job7' 'job10'
 'job0' 'job23' 'job19' 'job1' 'job35' 'job31' 'job25' 'job50' 'job44'
 'job48' 'job26' 'job8' 'job13' 'job40' 'job28' 'job2' 'job51' 'job32'
 'job9' 'job24' 'job37' 'job4' 'job36' 'job30' 'job34' 'job14']"
moead;7;2;0.4906859145929784;-1112.0;131319;"['job33' 'job34' 'job36' 'job21' 'job3' 'job26' 'job46' 'job45' 'job22'
 'job14' 'job9' 'job12' 'job38' 'job13' 'job2' 'job49' 'job24' 'job1'
 'job11' 'job16' 'job27' 'job7' 'job20' 'job44' 'job8' 'job17' 'job19'
 'job39' 'job15' 'job0' 'job48' 'job47' 'job6' 'job32' 'job35' 'job31'
 'job41' 'job23' 'job18' 'job30' 'job29' 'job25' 'job37' 'job40' 'job50'
 'job5' 'job42' 'job10' 'job4' 'job52' 'job28' 'job43' 'job51']"
moead;8;2;0.5435144193672841;-1209.0;66452;"['job48' 'job32' 'job46' 'job50' 'job13' 'job49' 'job12' 'job40' 'job44'
 'job43' 'job26' 'job36' 'job39' 'job37' 'job51' 'job52' 'job20' 'job42'
 'job27' 'job6' 'job11' 'job35' 'job21' 'job25' 'job8' 'job31' 'job15'
 'job14' 'job23' 'job29' 'job45' 'job0' 'job7' 'job24' 'job5' 'job17'
 'job2' 'job34' 'job9' 'job4' 'job38' 'job30' 'job28' 'job33' 'job10'
 'job22' 'job41' 'job3' 'job18' 'job47' 'job1' 'job16' 'job19']"
moead;9;2;0.5003568672839507;-1222.0;149776;"['job49' 'job40' 'job34' 'job47' 'job23' 'job12' 'job6' 'job43' 'job11'
 'job26' 'job30' 'job39' 'job10' 'job1' 'job36' 'job5' 'job16' 'job32'
 'job3' 'job50' 'job27' 'job2' 'job13' 'job42' 'job4' 'job20' 'job18'
 'job15' 'job45' 'job31' 'job38' 'job17' 'job46' 'job44' 'job19' 'job8'
 'job9' 'job48' 'job0' 'job7' 'job29' 'job14' 'job22' 'job35' 'job37'
 'job51' 'job28' 'job21' 'job24' 'job52' 'job41' 'job25' 'job33']"
moead;0;3;0.6374796549479167;-1214.0;270719;"['job6' 'job32' 'job38' 'job36' 'job19' 'job24' 'job25' 'job28' 'job9'
 'job11' 'job1' 'job33' 'job39' 'job44' 'job4' 'job3' 'job13' 'job49'
 'job12' 'job15' 'job46' 'job42' 'job5' 'job2' 'job45' 'job18' 'job26'
 'job17' 'job0' 'job31' 'job20' 'job8' 'job34' 'job37' 'job7' 'job30'
 'job23' 'job14' 'job10' 'job35' 'job21' 'job43' 'job48' 'job22' 'job16'
 'job51' 'job52' 'job29' 'job50' 'job40' 'job41' 'job47' 'job27']"
moead;1;3;0.5103460165895062;-1218.0;327734;"['job33' 'job19' 'job26' 'job11' 'job0' 'job47' 'job28' 'job30' 'job22'
 'job12' 'job24' 'job4' 'job13' 'job5' 'job36' 'job45' 'job16' 'job10'
 'job17' 'job3' 'job35' 'job27' 'job20' 'job37' 'job1' 'job52' 'job43'
 'job41' 'job6' 'job8' 'job46' 'job49' 'job14' 'job51' 'job25' 'job39'
 'job21' 'job50' 'job34' 'job32' 'job38' 'job29' 'job44' 'job2' 'job42'
 'job15' 'job48' 'job18' 'job40' 'job31' 'job9' 'job23' 'job7']"
moead;2;3;0.506338161892361;-1166.0;79508;"['job19' 'job18' 'job31' 'job37' 'job25' 'job26' 'job51' 'job41' 'job39'
 'job4' 'job40' 'job6' 'job16' 'job0' 'job15' 'job7' 'job27' 'job46'
 'job34' 'job32' 'job2' 'job14' 'job36' 'job43' 'job50' 'job17' 'job10'
 'job38' 'job52' 'job8' 'job1' 'job33' 'job44' 'job45' 'job12' 'job49'
 'job35' 'job28' 'job22' 'job21' 'job30' 'job29' 'job9' 'job13' 'job11'
 'job48' 'job5' 'job20' 'job24' 'job47' 'job3' 'job23' 'job42']"
moead;3;3;0.6333805037133488;-1174.0;296666;"['job10' 'job13' 'job42' 'job35' 'job22' 'job2' 'job17' 'job25' 'job4'
 'job44' 'job9' 'job27' 'job16' 'job8' 'job49' 'job46' 'job1' 'job51'
 'job21' 'job26' 'job3' 'job24' 'job15' 'job41' 'job5' 'job47' 'job52'
 'job0' 'job7' 'job31' 'job29' 'job28' 'job34' 'job48' 'job32' 'job40'
 'job39' 'job23' 'job14' 'job33' 'job30' 'job36' 'job50' 'job19' 'job43'
 'job38' 'job20' 'job12' 'job45' 'job18' 'job6' 'job37' 'job11']"
moead;4;3;0.5497539303626543;-1142.0;70662;"['job38' 'job39' 'job28' 'job11' 'job0' 'job42' 'job1' 'job9' 'job27'
 'job18' 'job15' 'job7' 'job8' 'job37' 'job29' 'job44' 'job14' 'job5'
 'job43' 'job33' 'job13' 'job10' 'job49' 'job12' 'job25' 'job46' 'job4'
 'job48' 'job32' 'job6' 'job36' 'job31' 'job34' 'job23' 'job16' 'job50'
 'job3' 'job51' 'job2' 'job19' 'job21' 'job40' 'job17' 'job47' 'job30'
 'job22' 'job20' 'job41' 'job26' 'job24' 'job52' 'job45' 'job35']"
moead;5;3;0.49045985845871914;-1196.0;18264;"['job34' 'job23' 'job44' 'job35' 'job15' 'job10' 'job17' 'job28' 'job42'
 'job52' 'job50' 'job4' 'job32' 'job36' 'job0' 'job26' 'job37' 'job20'
 'job46' 'job13' 'job7' 'job12' 'job22' 'job49' 'job30' 'job41' 'job51'
 'job8' 'job27' 'job25' 'job18' 'job38' 'job6' 'job39' 'job47' 'job14'
 'job21' 'job9' 'job45' 'job48' 'job24' 'job33' 'job5' 'job16' 'job43'
 'job11' 'job40' 'job3' 'job2' 'job31' 'job1' 'job29' 'job19']"
moead;6;3;0.47382800443672846;-1198.0;187042;"['job19' 'job27' 'job36' 'job31' 'job7' 'job1' 'job34' 'job22' 'job44'
 'job5' 'job47' 'job38' 'job25' 'job14' 'job48' 'job21' 'job49' 'job12'
 'job4' 'job52' 'job2' 'job8' 'job32' 'job41' 'job24' 'job17' 'job13'
 'job6' 'job43' 'job33' 'job39' 'job40' 'job45' 'job28' 'job11' 'job26'
 'job50' 'job0' 'job20' 'job42' 'job16' 'job46' 'job3' 'job18' 'job51'
 'job35' 'job9' 'job37' 'job15' 'job30' 'job10' 'job23' 'job29']"
moead;7;3;0.5666324568383487;-1101.0;321567;"['job26' 'job17' 'job11' 'job34' 'job7' 'job30' 'job28' 'job41' 'job36'
 'job10' 'job33' 'job52' 'job15' 'job38' 'job51' 'job48' 'job4' 'job24'
 'job23' 'job37' 'job1' 'job27' 'job6' 'job43' 'job21' 'job16' 'job9'
 'job19' 'job46' 'job50' 'job0' 'job18' 'job25' 'job3' 'job22' 'job40'
 'job8' 'job35' 'job31' 'job2' 'job29' 'job32' 'job45' 'job42' 'job44'
 'job49' 'job12' 'job20' 'job47' 'job39' 'job5' 'job14' 'job13']"
moead;8;3;0.5719066177179783;-1086.0;159052;"['job49' 'job45' 'job1' 'job15' 'job9' 'job14' 'job23' 'job20' 'job24'
 'job10' 'job3' 'job12' 'job47' 'job8' 'job19' 'job52' 'job48' 'job31'
 'job46' 'job38' 'job35' 'job27' 'job22' 'job28' 'job50' 'job39' 'job0'
 'job26' 'job30' 'job51' 'job25' 'job2' 'job41' 'job16' 'job36' 'job33'
 'job11' 'job44' 'job37' 'job13' 'job43' 'job4' 'job6' 'job32' 'job18'
 'job17' 'job34' 'job7' 'job40' 'job21' 'job29' 'job42' 'job5']"
moead;9;3;0.5351944986979166;-1126.0;164679;"['job1' 'job4' 'job19' 'job30' 'job11' 'job36' 'job18' 'job46' 'job3'
 'job26' 'job14' 'job47' 'job41' 'job38' 'job35' 'job48' 'job10' 'job6'
 'job52' 'job0' 'job21' 'job13' 'job42' 'job2' 'job12' 'job45' 'job50'
 'job51' 'job20' 'job25' 'job49' 'job7' 'job40' 'job32' 'job33' 'job34'
 'job39' 'job22' 'job31' 'job9' 'job23' 'job16' 'job28' 'job44' 'job15'
 'job24' 'job17' 'job29' 'job27' 'job43' 'job37' 'job8' 'job5']"
moead;0;4;0.5420881860050154;-1171.0;300039;"['job5' 'job15' 'job32' 'job33' 'job31' 'job27' 'job12' 'job22' 'job26'
 'job1' 'job19' 'job35' 'job14' 'job46' 'job10' 'job51' 'job20' 'job43'
 'job16' 'job17' 'job44' 'job11' 'job52' 'job25' 'job2' 'job37' 'job28'
 'job30' 'job40' 'job8' 'job41' 'job50' 'job38' 'job45' 'job39' 'job48'
 'job0' 'job24' 'job3' 'job47' 'job18' 'job21' 'job29' 'job13' 'job9'
 'job23' 'job4' 'job49' 'job42' 'job36' 'job6' 'job7' 'job34']"
moead;1;4;0.4813717990451389;-1111.0;477792;"['job11' 'job25' 'job10' 'job5' 'job0' 'job42' 'job22' 'job21' 'job20'
 'job41' 'job13' 'job8' 'job36' 'job50' 'job2' 'job4' 'job49' 'job23'
 'job30' 'job39' 'job7' 'job32' 'job40' 'job9' 'job45' 'job44' 'job37'
 'job16' 'job31' 'job33' 'job35' 'job47' 'job38' 'job52' 'job51' 'job17'
 'job43' 'job15' 'job27' 'job29' 'job6' 'job46' 'job3' 'job34' 'job12'
 'job19' 'job24' 'job18' 'job48' 'job26' 'job28' 'job1' 'job14']"
moead;2;4;0.5126111894772376;-1171.0;127248;"['job3' 'job19' 'job11' 'job42' 'job50' 'job40' 'job8' 'job35' 'job2'
 'job12' 'job15' 'job49' 'job46' 'job31' 'job28' 'job21' 'job44' 'job38'
 'job36' 'job9' 'job34' 'job4' 'job48' 'job52' 'job25' 'job18' 'job37'
 'job1' 'job45' 'job47' 'job39' 'job51' 'job30' 'job32' 'job7' 'job20'
 'job41' 'job22' 'job27' 'job43' 'job5' 'job14' 'job33' 'job16' 'job23'
 'job29' 'job17' 'job13' 'job0' 'job26' 'job24' 'job6' 'job10']"
moead;3;4;0.4786167775848765;-1171.0;308651;"['job39' 'job22' 'job24' 'job50' 'job34' 'job38' 'job37' 'job51' 'job1'
 'job12' 'job9' 'job19' 'job0' 'job46' 'job49' 'job27' 'job36' 'job11'
 'job14' 'job21' 'job48' 'job17' 'job25' 'job10' 'job29' 'job15' 'job18'
 'job3' 'job35' 'job44' 'job7' 'job26' 'job6' 'job45' 'job43' 'job4'
 'job2' 'job41' 'job13' 'job32' 'job20' 'job5' 'job28' 'job33' 'job47'
 'job52' 'job23' 'job40' 'job8' 'job31' 'job30' 'job16' 'job42']"
moead;4;4;0.4646627845293209;-1167.0;453772;"['job34' 'job5' 'job10' 'job41' 'job47' 'job30' 'job29' 'job24' 'job1'
 'job37' 'job27' 'job8' 'job19' 'job14' 'job12' 'job28' 'job49' 'job15'
 'job44' 'job11' 'job17' 'job7' 'job52' 'job4' 'job42' 'job43' 'job2'
 'job39' 'job25' 'job21' 'job32' 'job40' 'job33' 'job45' 'job31' 'job35'
 'job50' 'job22' 'job3' 'job26' 'job16' 'job0' 'job48' 'job18' 'job51'
 'job23' 'job36' 'job38' 'job13' 'job9' 'job20' 'job6' 'job46']"
moead;5;4;0.5993821132330247;-1118.0;271805;"['job39' 'job5' 'job40' 'job41' 'job13' 'job36' 'job49' 'job45' 'job50'
 'job34' 'job17' 'job14' 'job28' 'job25' 'job42' 'job46' 'job35' 'job10'
 'job26' 'job3' 'job8' 'job37' 'job21' 'job33' 'job27' 'job0' 'job6'
 'job9' 'job2' 'job23' 'job38' 'job29' 'job4' 'job48' 'job32' 'job19'
 'job11' 'job47' 'job44' 'job16' 'job24' 'job52' 'job18' 'job51' 'job15'
 'job22' 'job20' 'job30' 'job31' 'job43' 'job12' 'job1' 'job7']"
moead;6;4;0.5290721450617285;-1163.0;132216;"['job42' 'job2' 'job43' 'job9' 'job52' 'job21' 'job41' 'job10' 'job1'
 'job4' 'job36' 'job13' 'job47' 'job8' 'job50' 'job46' 'job48' 'job5'
 'job17' 'job26' 'job37' 'job51' 'job34' 'job40' 'job29' 'job33' 'job31'
 'job12' 'job3' 'job27' 'job0' 'job6' 'job22' 'job30' 'job32' 'job28'
 'job14' 'job23' 'job11' 'job24' 'job18' 'job20' 'job7' 'job38' 'job25'
 'job15' 'job44' 'job49' 'job45' 'job16' 'job39' 'job35' 'job19']"
moead;7;4;0.5330818383487654;-1199.0;249547;"['job13' 'job19' 'job40' 'job27' 'job1' 'job11' 'job47' 'job21' 'job2'
 'job24' 'job12' 'job30' 'job42' 'job37' 'job36' 'job3' 'job32' 'job26'
 'job10' 'job4' 'job44' 'job52' 'job28' 'job50' 'job20' 'job45' 'job43'
 'job48' 'job39' 'job15' 'job8' 'job22' 'job35' 'job34' 'job33' 'job7'
 'job5' 'job18' 'job14' 'job23' 'job17' 'job31' 'job6' 'job38' 'job0'
 'job9' 'job29' 'job46' 'job41' 'job51' 'job25' 'job16' 'job49']"
moead;8;4;0.5665373324170524;-1171.0;165061;"['job9' 'job39' 'job19' 'job35' 'job25' 'job8' 'job5' 'job31' 'job15'
 'job37' 'job43' 'job1' 'job22' 'job16' 'job40' 'job44' 'job11' 'job17'
 'job48' 'job52' 'job28' 'job0' 'job6' 'job2' 'job24' 'job14' 'job4'
 'job23' 'job32' 'job21' 'job7' 'job49' 'job30' 'job3' 'job13' 'job26'
 'job20' 'job42' 'job47' 'job10' 'job34' 'job33' 'job29' 'job38' 'job36'
 'job50' 'job46' 'job41' 'job45' 'job18' 'job51' 'job12' 'job27']"
moead;9;4;0.467294921875;-1184.0;92250;"['job22' 'job5' 'job13' 'job50' 'job43' 'job16' 'job36' 'job4' 'job51'
 'job10' 'job35' 'job45' 'job18' 'job27' 'job52' 'job9' 'job42' 'job2'
 'job14' 'job26' 'job29' 'job40' 'job17' 'job34' 'job37' 'job49' 'job19'
 'job39' 'job12' 'job33' 'job15' 'job11' 'job0' 'job32' 'job41' 'job30'
 'job8' 'job3' 'job20' 'job31' 'job23' 'job47' 'job25' 'job28' 'job38'
 'job24' 'job21' 'job6' 'job48' 'job44' 'job1' 'job7' 'job46']"
moead;0;5;0.5171104600694445;-1211.0;151227;"['job4' 'job25' 'job21' 'job40' 'job31' 'job6' 'job10' 'job46' 'job45'
 'job36' 'job24' 'job37' 'job20' 'job8' 'job52' 'job29' 'job30' 'job19'
 'job18' 'job47' 'job49' 'job33' 'job7' 'job5' 'job9' 'job35' 'job32'
 'job50' 'job17' 'job28' 'job22' 'job2' 'job15' 'job12' 'job16' 'job41'
 'job13' 'job39' 'job51' 'job26' 'job44' 'job11' 'job48' 'job1' 'job43'
 'job34' 'job42' 'job38' 'job0' 'job3' 'job23' 'job14' 'job27']"
moead;1;5;0.5469750976562499;-1191.0;429745;"['job18' 'job32' 'job7' 'job50' 'job13' 'job12' 'job44' 'job40' 'job42'
 'job6' 'job51' 'job45' 'job28' 'job43' 'job14' 'job19' 'job37' 'job5'
 'job26' 'job48' 'job39' 'job11' 'job20' 'job9' 'job52' 'job0' 'job46'
 'job25' 'job22' 'job10' 'job35' 'job16' 'job2' 'job23' 'job36' 'job33'
 'job27' 'job41' 'job49' 'job31' 'job29' 'job15' 'job21' 'job3' 'job17'
 'job38' 'job30' 'job34' 'job8' 'job24' 'job4' 'job47' 'job1']"
moead;2;5;0.5434257149402005;-1206.0;354;"['job39' 'job29' 'job19' 'job1' 'job20' 'job37' 'job30' 'job23' 'job2'
 'job34' 'job33' 'job41' 'job26' 'job14' 'job11' 'job17' 'job52' 'job5'
 'job6' 'job47' 'job27' 'job44' 'job18' 'job43' 'job16' 'job36' 'job25'
 'job51' 'job35' 'job13' 'job7' 'job46' 'job40' 'job28' 'job4' 'job22'
 'job21' 'job24' 'job50' 'job0' 'job10' 'job12' 'job31' 'job45' 'job49'
 'job9' 'job3' 'job8' 'job48' 'job15' 'job38' 'job32' 'job42']"
moead;3;5;0.48608928915895067;-1182.0;253640;"['job10' 'job32' 'job46' 'job41' 'job2' 'job45' 'job25' 'job22' 'job11'
 'job26' 'job7' 'job51' 'job5' 'job33' 'job4' 'job9' 'job30' 'job43'
 'job52' 'job6' 'job16' 'job47' 'job20' 'job42' 'job24' 'job15' 'job35'
 'job29' 'job36' 'job19' 'job3' 'job13' 'job0' 'job14' 'job27' 'job28'
 'job8' 'job48' 'job18' 'job37' 'job31' 'job1' 'job39' 'job40' 'job23'
 'job12' 'job44' 'job34' 'job50' 'job21' 'job38' 'job17' 'job49']"
moead;4;5;0.49557725694444443;-1191.0;66020;"['job1' 'job49' 'job30' 'job17' 'job34' 'job22' 'job39' 'job26' 'job45'
 'job10' 'job18' 'job35' 'job28' 'job23' 'job24' 'job37' 'job25' 'job46'
 'job14' 'job38' 'job16' 'job19' 'job4' 'job20' 'job27' 'job40' 'job13'
 'job2' 'job32' 'job3' 'job36' 'job0' 'job47' 'job7' 'job52' 'job31'
 'job50' 'job51' 'job44' 'job21' 'job15' 'job9' 'job42' 'job48' 'job11'
 'job43' 'job8' 'job5' 'job6' 'job41' 'job12' 'job29' 'job33']"
moead;5;5;0.505497112509645;-1102.0;139638;"['job14' 'job22' 'job30' 'job41' 'job5' 'job38' 'job43' 'job48' 'job39'
 'job51' 'job10' 'job8' 'job15' 'job12' 'job50' 'job2' 'job35' 'job25'
 'job44' 'job46' 'job52' 'job6' 'job16' 'job19' 'job23' 'job45' 'job9'
 'job42' 'job29' 'job24' 'job20' 'job36' 'job11' 'job1' 'job7' 'job18'
 'job49' 'job17' 'job27' 'job3' 'job31' 'job47' 'job40' 'job26' 'job33'
 'job32' 'job0' 'job4' 'job37' 'job21' 'job13' 'job28' 'job34']"
moead;6;5;0.6447658661265432;-1230.0;262265;"['job8' 'job36' 'job18' 'job28' 'job35' 'job50' 'job40' 'job45' 'job13'
 'job29' 'job5' 'job52' 'job25' 'job38' 'job23' 'job39' 'job14' 'job30'
 'job12' 'job51' 'job34' 'job49' 'job7' 'job22' 'job32' 'job9' 'job41'
 'job48' 'job2' 'job43' 'job3' 'job1' 'job21' 'job4' 'job10' 'job31'
 'job37' 'job42' 'job19' 'job6' 'job11' 'job47' 'job15' 'job27' 'job20'
 'job17' 'job16' 'job24' 'job0' 'job26' 'job44' 'job46' 'job33']"
moead;7;5;0.5518923611111111;-1206.0;404560;"['job33' 'job17' 'job10' 'job7' 'job32' 'job9' 'job50' 'job13' 'job11'
 'job45' 'job22' 'job21' 'job1' 'job12' 'job44' 'job29' 'job46' 'job37'
 'job27' 'job20' 'job4' 'job19' 'job0' 'job16' 'job23' 'job49' 'job18'
 'job14' 'job35' 'job39' 'job42' 'job31' 'job2' 'job34' 'job30' 'job24'
 'job41' 'job47' 'job51' 'job25' 'job48' 'job38' 'job15' 'job52' 'job6'
 'job5' 'job3' 'job8' 'job26' 'job36' 'job43' 'job28' 'job40']"
moead;8;5;0.6084239064911265;-1183.0;259285;"['job25' 'job44' 'job6' 'job34' 'job47' 'job40' 'job0' 'job45' 'job33'
 'job31' 'job36' 'job28' 'job5' 'job1' 'job15' 'job22' 'job41' 'job21'
 'job23' 'job12' 'job4' 'job10' 'job49' 'job30' 'job3' 'job27' 'job9'
 'job2' 'job13' 'job32' 'job37' 'job50' 'job20' 'job42' 'job35' 'job26'
 'job48' 'job18' 'job11' 'job46' 'job51' 'job19' 'job14' 'job16' 'job24'
 'job29' 'job38' 'job43' 'job8' 'job52' 'job17' 'job7' 'job39']"
moead;9;5;0.6613671875;-1193.0;101473;"['job17' 'job10' 'job33' 'job2' 'job32' 'job25' 'job51' 'job8' 'job28'
 'job26' 'job36' 'job52' 'job45' 'job19' 'job42' 'job34' 'job48' 'job31'
 'job37' 'job49' 'job9' 'job3' 'job7' 'job15' 'job43' 'job4' 'job6'
 'job21' 'job5' 'job1' 'job47' 'job35' 'job41' 'job44' 'job30' 'job40'
 'job18' 'job11' 'job22' 'job46' 'job16' 'job14' 'job13' 'job39' 'job0'
 'job20' 'job50' 'job24' 'job38' 'job12' 'job23' 'job29' 'job27']"
moead;0;6;0.5196414448302469;-1187.0;484265;"['job37' 'job49' 'job30' 'job45' 'job2' 'job21' 'job22' 'job50' 'job43'
 'job24' 'job13' 'job42' 'job52' 'job36' 'job20' 'job10' 'job12' 'job29'
 'job48' 'job47' 'job7' 'job38' 'job6' 'job19' 'job0' 'job18' 'job8'
 'job16' 'job1' 'job5' 'job44' 'job17' 'job26' 'job4' 'job11' 'job34'
 'job39' 'job40' 'job32' 'job9' 'job31' 'job51' 'job27' 'job23' 'job3'
 'job41' 'job33' 'job14' 'job15' 'job28' 'job25' 'job46' 'job35']"
moead;1;6;0.632677017023534;-1155.0;160839;"['job12' 'job10' 'job45' 'job27' 'job8' 'job0' 'job47' 'job35' 'job50'
 'job22' 'job26' 'job1' 'job13' 'job32' 'job21' 'job38' 'job4' 'job29'
 'job14' 'job11' 'job44' 'job43' 'job7' 'job23' 'job40' 'job36' 'job42'
 'job9' 'job3' 'job6' 'job39' 'job5' 'job41' 'job16' 'job48' 'job49'
 'job31' 'job19' 'job15' 'job2' 'job18' 'job51' 'job24' 'job37' 'job34'
 'job30' 'job17' 'job52' 'job28' 'job20' 'job25' 'job46' 'job33']"
moead;2;6;0.6428518337673611;-1199.0;35059;"['job43' 'job28' 'job46' 'job16' 'job26' 'job47' 'job48' 'job15' 'job11'
 'job13' 'job32' 'job0' 'job44' 'job5' 'job30' 'job18' 'job23' 'job17'
 'job9' 'job51' 'job27' 'job14' 'job7' 'job12' 'job4' 'job45' 'job20'
 'job49' 'job3' 'job33' 'job19' 'job24' 'job34' 'job1' 'job52' 'job42'
 'job40' 'job29' 'job38' 'job25' 'job10' 'job2' 'job21' 'job39' 'job37'
 'job31' 'job22' 'job41' 'job8' 'job50' 'job36' 'job6' 'job35']"
moead;3;6;0.6214420572916667;-1108.0;357337;"['job48' 'job46' 'job17' 'job23' 'job4' 'job21' 'job22' 'job42' 'job43'
 'job26' 'job44' 'job33' 'job40' 'job37' 'job16' 'job1' 'job11' 'job5'
 'job27' 'job30' 'job14' 'job6' 'job47' 'job13' 'job35' 'job24' 'job7'
 'job8' 'job39' 'job2' 'job9' 'job0' 'job36' 'job10' 'job29' 'job49'
 'job15' 'job12' 'job18' 'job45' 'job34' 'job31' 'job25' 'job41' 'job51'
 'job32' 'job20' 'job28' 'job50' 'job52' 'job38' 'job3' 'job19']"
moead;4;6;0.5612589216820988;-1178.0;334897;"['job0' 'job48' 'job14' 'job8' 'job15' 'job44' 'job20' 'job18' 'job22'
 'job30' 'job9' 'job16' 'job23' 'job38' 'job36' 'job17' 'job34' 'job45'
 'job31' 'job51' 'job2' 'job21' 'job52' 'job50' 'job37' 'job1' 'job28'
 'job24' 'job7' 'job41' 'job39' 'job49' 'job46' 'job33' 'job13' 'job4'
 'job35' 'job3' 'job27' 'job5' 'job40' 'job26' 'job12' 'job19' 'job25'
 'job43' 'job47' 'job32' 'job29' 'job6' 'job10' 'job11' 'job42']"
moead;5;6;0.6000681483892748;-1160.0;404238;"['job14' 'job18' 'job24' 'job35' 'job51' 'job32' 'job15' 'job34' 'job13'
 'job20' 'job52' 'job41' 'job45' 'job6' 'job12' 'job46' 'job37' 'job3'
 'job5' 'job2' 'job38' 'job26' 'job1' 'job17' 'job49' 'job43' 'job4'
 'job29' 'job16' 'job25' 'job10' 'job8' 'job27' 'job39' 'job30' 'job31'
 'job40' 'job0' 'job33' 'job9' 'job36' 'job23' 'job19' 'job21' 'job22'
 'job11' 'job7' 'job48' 'job47' 'job28' 'job42' 'job50' 'job44']"
moead;6;6;0.5946440972222221;-1212.0;196742;"['job15' 'job46' 'job30' 'job17' 'job8' 'job16' 'job0' 'job12' 'job33'
 'job3' 'job14' 'job1' 'job31' 'job36' 'job51' 'job20' 'job27' 'job32'
 'job37' 'job45' 'job10' 'job34' 'job43' 'job9' 'job44' 'job52' 'job39'
 'job18' 'job13' 'job38' 'job5' 'job35' 'job21' 'job48' 'job28' 'job24'
 'job2' 'job47' 'job29' 'job40' 'job26' 'job6' 'job7' 'job4' 'job19'
 'job25' 'job11' 'job22' 'job50' 'job41' 'job23' 'job49' 'job42']"
moead;7;6;0.588415798611111;-1191.0;441709;"['job51' 'job20' 'job10' 'job31' 'job35' 'job0' 'job32' 'job28' 'job45'
 'job19' 'job2' 'job26' 'job8' 'job13' 'job5' 'job43' 'job14' 'job3'
 'job38' 'job44' 'job36' 'job50' 'job7' 'job47' 'job46' 'job12' 'job40'
 'job22' 'job49' 'job9' 'job34' 'job17' 'job39' 'job52' 'job21' 'job41'
 'job27' 'job37' 'job33' 'job24' 'job30' 'job18' 'job42' 'job16' 'job6'
 'job29' 'job15' 'job25' 'job48' 'job4' 'job1' 'job23' 'job11']"
moead;8;6;0.5240820312500001;-1204.0;197466;"['job51' 'job11' 'job8' 'job25' 'job16' 'job3' 'job52' 'job50' 'job33'
 'job17' 'job21' 'job23' 'job18' 'job43' 'job37' 'job45' 'job40' 'job42'
 'job22' 'job27' 'job49' 'job2' 'job19' 'job48' 'job0' 'job35' 'job1'
 'job20' 'job4' 'job47' 'job28' 'job38' 'job13' 'job10' 'job36' 'job14'
 'job7' 'job6' 'job24' 'job5' 'job26' 'job34' 'job15' 'job29' 'job44'
 'job39' 'job41' 'job12' 'job31' 'job9' 'job30' 'job32' 'job46']"
moead;9;6;0.5717350260416667;-1196.0;485247;"['job36' 'job20' 'job42' 'job22' 'job0' 'job46' 'job48' 'job11' 'job19'
 'job43' 'job18' 'job8' 'job24' 'job12' 'job10' 'job44' 'job2' 'job37'
 'job40' 'job27' 'job4' 'job52' 'job41' 'job17' 'job49' 'job16' 'job5'
 'job25' 'job32' 'job15' 'job6' 'job28' 'job47' 'job51' 'job29' 'job14'
 'job1' 'job9' 'job23' 'job30' 'job21' 'job38' 'job34' 'job45' 'job50'
 'job33' 'job39' 'job3' 'job26' 'job13' 'job31' 'job7' 'job35']"
