Algorithm;TryNr;InstanceNr;FitnessWorkload;FitnessDeadline;RandomSeed;BestChromosome
rvea;2;5;0.4970271809895833;-1183.0;345181;"['job29' 'job40' 'job46' 'job10' 'job1' 'job18' 'job33' 'job39' 'job2'
 'job48' 'job52' 'job23' 'job51' 'job15' 'job24' 'job14' 'job41' 'job3'
 'job13' 'job6' 'job16' 'job47' 'job19' 'job49' 'job35' 'job28' 'job45'
 'job11' 'job9' 'job36' 'job32' 'job20' 'job22' 'job0' 'job25' 'job21'
 'job31' 'job50' 'job43' 'job7' 'job4' 'job12' 'job30' 'job34' 'job8'
 'job38' 'job37' 'job42' 'job26' 'job44' 'job17' 'job5' 'job27']"
rvea;3;5;0.48744481216242275;-1167.0;292639;"['job32' 'job19' 'job40' 'job13' 'job26' 'job46' 'job8' 'job2' 'job3'
 'job47' 'job15' 'job9' 'job10' 'job4' 'job42' 'job12' 'job14' 'job23'
 'job41' 'job38' 'job51' 'job52' 'job11' 'job33' 'job22' 'job48' 'job16'
 'job28' 'job44' 'job29' 'job21' 'job7' 'job0' 'job34' 'job1' 'job35'
 'job30' 'job6' 'job50' 'job20' 'job24' 'job5' 'job25' 'job37' 'job39'
 'job45' 'job18' 'job27' 'job36' 'job31' 'job43' 'job17' 'job49']"
rvea;4;5;0.4048085455246913;-1163.0;36138;"['job22' 'job10' 'job49' 'job13' 'job17' 'job26' 'job44' 'job50' 'job29'
 'job35' 'job24' 'job1' 'job5' 'job46' 'job37' 'job9' 'job8' 'job45'
 'job15' 'job42' 'job7' 'job11' 'job12' 'job33' 'job52' 'job16' 'job43'
 'job38' 'job21' 'job51' 'job48' 'job31' 'job28' 'job41' 'job0' 'job6'
 'job25' 'job39' 'job4' 'job36' 'job3' 'job30' 'job40' 'job47' 'job23'
 'job20' 'job18' 'job27' 'job2' 'job32' 'job34' 'job14' 'job19']"
rvea;5;5;0.5136055652006173;-1181.0;123725;"['job42' 'job9' 'job48' 'job39' 'job2' 'job30' 'job40' 'job32' 'job25'
 'job45' 'job52' 'job21' 'job28' 'job13' 'job35' 'job5' 'job17' 'job43'
 'job8' 'job46' 'job16' 'job6' 'job24' 'job15' 'job3' 'job41' 'job1'
 'job7' 'job12' 'job22' 'job14' 'job47' 'job11' 'job10' 'job26' 'job37'
 'job29' 'job50' 'job49' 'job33' 'job20' 'job27' 'job4' 'job19' 'job51'
 'job18' 'job38' 'job44' 'job0' 'job36' 'job31' 'job23' 'job34']"
rvea;6;5;0.5031331078800154;-1187.0;379552;"['job23' 'job37' 'job41' 'job47' 'job34' 'job8' 'job20' 'job7' 'job19'
 'job48' 'job0' 'job52' 'job29' 'job35' 'job17' 'job50' 'job21' 'job33'
 'job45' 'job46' 'job25' 'job14' 'job10' 'job27' 'job18' 'job36' 'job32'
 'job24' 'job11' 'job40' 'job28' 'job42' 'job38' 'job30' 'job49' 'job12'
 'job6' 'job43' 'job16' 'job4' 'job31' 'job51' 'job9' 'job26' 'job13'
 'job5' 'job39' 'job3' 'job15' 'job2' 'job44' 'job1' 'job22']"
rvea;7;5;0.5410115258487654;-1206.0;51575;"['job50' 'job0' 'job51' 'job7' 'job48' 'job32' 'job43' 'job31' 'job45'
 'job5' 'job20' 'job34' 'job15' 'job17' 'job13' 'job14' 'job49' 'job42'
 'job12' 'job27' 'job25' 'job39' 'job21' 'job6' 'job44' 'job36' 'job41'
 'job46' 'job4' 'job24' 'job10' 'job26' 'job2' 'job35' 'job28' 'job33'
 'job11' 'job37' 'job3' 'job29' 'job52' 'job18' 'job22' 'job30' 'job1'
 'job47' 'job19' 'job9' 'job8' 'job40' 'job38' 'job16' 'job23']"
rvea;8;5;0.5267984724633489;-1173.0;93503;"['job0' 'job48' 'job23' 'job7' 'job2' 'job20' 'job13' 'job37' 'job5'
 'job50' 'job32' 'job12' 'job46' 'job26' 'job34' 'job35' 'job19' 'job27'
 'job25' 'job45' 'job42' 'job22' 'job18' 'job52' 'job41' 'job39' 'job10'
 'job30' 'job38' 'job21' 'job51' 'job4' 'job8' 'job36' 'job15' 'job29'
 'job40' 'job44' 'job9' 'job33' 'job31' 'job3' 'job17' 'job24' 'job14'
 'job49' 'job1' 'job43' 'job28' 'job6' 'job47' 'job16' 'job11']"
rvea;9;5;0.4868977864583333;-1189.0;384863;"['job51' 'job44' 'job48' 'job8' 'job26' 'job2' 'job29' 'job22' 'job18'
 'job32' 'job35' 'job12' 'job37' 'job20' 'job3' 'job19' 'job50' 'job34'
 'job38' 'job31' 'job49' 'job10' 'job43' 'job4' 'job13' 'job30' 'job47'
 'job45' 'job36' 'job39' 'job25' 'job16' 'job6' 'job40' 'job1' 'job23'
 'job46' 'job27' 'job14' 'job41' 'job33' 'job17' 'job7' 'job9' 'job5'
 'job15' 'job0' 'job21' 'job24' 'job52' 'job28' 'job11' 'job42']"
rvea;0;6;0.5537552143614969;-1168.0;471189;"['job49' 'job19' 'job46' 'job43' 'job16' 'job17' 'job44' 'job30' 'job35'
 'job22' 'job27' 'job45' 'job0' 'job21' 'job5' 'job12' 'job33' 'job37'
 'job11' 'job14' 'job6' 'job18' 'job36' 'job48' 'job41' 'job4' 'job51'
 'job39' 'job31' 'job8' 'job38' 'job23' 'job10' 'job29' 'job50' 'job20'
 'job42' 'job28' 'job9' 'job3' 'job24' 'job34' 'job15' 'job47' 'job26'
 'job52' 'job13' 'job32' 'job2' 'job40' 'job25' 'job1' 'job7']"
rvea;1;6;0.5240857988522377;-1195.0;162406;"['job5' 'job0' 'job16' 'job7' 'job52' 'job38' 'job50' 'job30' 'job33'
 'job37' 'job49' 'job34' 'job13' 'job2' 'job4' 'job11' 'job39' 'job6'
 'job21' 'job31' 'job40' 'job42' 'job44' 'job43' 'job9' 'job35' 'job47'
 'job18' 'job1' 'job46' 'job15' 'job22' 'job45' 'job36' 'job28' 'job8'
 'job19' 'job29' 'job24' 'job51' 'job32' 'job14' 'job23' 'job26' 'job10'
 'job20' 'job25' 'job17' 'job48' 'job41' 'job3' 'job12' 'job27']"
rvea;2;6;0.5244908914448302;-1160.0;377002;"['job35' 'job27' 'job16' 'job8' 'job51' 'job52' 'job3' 'job33' 'job12'
 'job47' 'job43' 'job14' 'job17' 'job31' 'job32' 'job50' 'job34' 'job7'
 'job10' 'job40' 'job23' 'job44' 'job6' 'job19' 'job1' 'job24' 'job38'
 'job29' 'job0' 'job20' 'job4' 'job41' 'job39' 'job28' 'job15' 'job48'
 'job25' 'job46' 'job49' 'job42' 'job37' 'job45' 'job9' 'job5' 'job2'
 'job11' 'job18' 'job30' 'job26' 'job36' 'job21' 'job13' 'job22']"
rvea;3;6;0.5668452208719136;-1179.0;291030;"['job19' 'job49' 'job51' 'job0' 'job29' 'job22' 'job3' 'job23' 'job11'
 'job26' 'job18' 'job45' 'job9' 'job34' 'job44' 'job17' 'job20' 'job36'
 'job2' 'job40' 'job24' 'job21' 'job12' 'job52' 'job47' 'job35' 'job41'
 'job5' 'job7' 'job32' 'job28' 'job14' 'job42' 'job8' 'job13' 'job25'
 'job1' 'job6' 'job46' 'job31' 'job10' 'job30' 'job48' 'job15' 'job43'
 'job38' 'job33' 'job4' 'job50' 'job16' 'job37' 'job39' 'job27']"
rvea;4;6;0.5474785698784722;-1164.0;271730;"['job2' 'job23' 'job18' 'job48' 'job8' 'job13' 'job40' 'job37' 'job38'
 'job6' 'job44' 'job29' 'job49' 'job12' 'job30' 'job35' 'job16' 'job41'
 'job4' 'job11' 'job15' 'job17' 'job14' 'job43' 'job32' 'job19' 'job0'
 'job39' 'job45' 'job42' 'job24' 'job31' 'job26' 'job5' 'job28' 'job52'
 'job47' 'job22' 'job51' 'job33' 'job1' 'job3' 'job27' 'job50' 'job10'
 'job9' 'job21' 'job36' 'job20' 'job25' 'job7' 'job46' 'job34']"
rvea;5;6;0.5099513225790895;-1176.0;229953;"['job17' 'job1' 'job23' 'job22' 'job31' 'job34' 'job39' 'job16' 'job36'
 'job50' 'job25' 'job46' 'job7' 'job49' 'job28' 'job14' 'job26' 'job4'
 'job32' 'job40' 'job18' 'job9' 'job3' 'job33' 'job35' 'job52' 'job45'
 'job21' 'job0' 'job8' 'job10' 'job20' 'job48' 'job30' 'job11' 'job27'
 'job6' 'job13' 'job24' 'job38' 'job47' 'job15' 'job44' 'job2' 'job51'
 'job43' 'job41' 'job42' 'job12' 'job37' 'job29' 'job19' 'job5']"
rvea;6;6;0.5147485351562501;-1179.0;86123;"['job36' 'job3' 'job32' 'job19' 'job47' 'job35' 'job4' 'job1' 'job9'
 'job34' 'job2' 'job52' 'job6' 'job43' 'job46' 'job15' 'job37' 'job16'
 'job40' 'job26' 'job31' 'job33' 'job42' 'job41' 'job27' 'job10' 'job38'
 'job8' 'job14' 'job23' 'job21' 'job48' 'job22' 'job51' 'job28' 'job20'
 'job0' 'job5' 'job44' 'job30' 'job18' 'job39' 'job7' 'job11' 'job25'
 'job17' 'job49' 'job45' 'job24' 'job50' 'job13' 'job12' 'job29']"
rvea;7;6;0.553408805941358;-1188.0;185195;"['job27' 'job32' 'job15' 'job36' 'job40' 'job29' 'job7' 'job0' 'job8'
 'job10' 'job39' 'job52' 'job35' 'job49' 'job24' 'job14' 'job17' 'job11'
 'job4' 'job43' 'job34' 'job33' 'job47' 'job48' 'job46' 'job28' 'job38'
 'job41' 'job23' 'job18' 'job19' 'job5' 'job30' 'job22' 'job1' 'job26'
 'job9' 'job50' 'job20' 'job6' 'job31' 'job45' 'job37' 'job51' 'job2'
 'job44' 'job42' 'job13' 'job21' 'job3' 'job12' 'job25' 'job16']"
rvea;8;6;0.4722187560281636;-1159.0;234942;"['job13' 'job41' 'job5' 'job45' 'job7' 'job22' 'job21' 'job50' 'job32'
 'job40' 'job17' 'job9' 'job27' 'job16' 'job49' 'job6' 'job8' 'job39'
 'job37' 'job4' 'job11' 'job52' 'job10' 'job51' 'job14' 'job23' 'job0'
 'job28' 'job12' 'job46' 'job33' 'job1' 'job26' 'job18' 'job3' 'job2'
 'job15' 'job35' 'job34' 'job48' 'job44' 'job19' 'job20' 'job25' 'job30'
 'job38' 'job43' 'job47' 'job24' 'job36' 'job31' 'job29' 'job42']"
rvea;9;6;0.5953312174479167;-1188.0;306057;"['job33' 'job1' 'job23' 'job8' 'job46' 'job38' 'job18' 'job31' 'job17'
 'job9' 'job26' 'job25' 'job37' 'job4' 'job45' 'job20' 'job52' 'job22'
 'job34' 'job40' 'job16' 'job36' 'job49' 'job3' 'job7' 'job6' 'job0'
 'job28' 'job30' 'job44' 'job10' 'job48' 'job27' 'job35' 'job12' 'job50'
 'job2' 'job47' 'job51' 'job32' 'job11' 'job13' 'job43' 'job24' 'job42'
 'job21' 'job29' 'job19' 'job15' 'job41' 'job39' 'job14' 'job5']"
rvea;0;7;0.43489164375964506;-1191.0;237620;"['job1' 'job25' 'job28' 'job38' 'job6' 'job50' 'job51' 'job22' 'job46'
 'job19' 'job24' 'job26' 'job52' 'job14' 'job45' 'job41' 'job5' 'job48'
 'job31' 'job7' 'job35' 'job15' 'job9' 'job18' 'job11' 'job44' 'job43'
 'job21' 'job37' 'job8' 'job17' 'job39' 'job42' 'job30' 'job23' 'job2'
 'job4' 'job0' 'job3' 'job16' 'job47' 'job12' 'job33' 'job10' 'job36'
 'job32' 'job40' 'job29' 'job13' 'job20' 'job49' 'job34' 'job27']"
rvea;1;7;0.46819769965277774;-1157.0;130979;"['job42' 'job46' 'job18' 'job16' 'job50' 'job25' 'job24' 'job31' 'job2'
 'job6' 'job15' 'job51' 'job49' 'job34' 'job32' 'job47' 'job7' 'job29'
 'job13' 'job44' 'job36' 'job8' 'job21' 'job1' 'job38' 'job9' 'job5'
 'job0' 'job40' 'job48' 'job30' 'job28' 'job26' 'job23' 'job12' 'job45'
 'job20' 'job17' 'job4' 'job43' 'job10' 'job27' 'job11' 'job39' 'job14'
 'job35' 'job33' 'job41' 'job52' 'job3' 'job37' 'job22' 'job19']"
rvea;2;7;0.44183654031635805;-1157.0;92789;"['job45' 'job32' 'job46' 'job31' 'job26' 'job15' 'job12' 'job8' 'job1'
 'job44' 'job0' 'job4' 'job27' 'job48' 'job23' 'job39' 'job35' 'job10'
 'job24' 'job28' 'job52' 'job37' 'job18' 'job25' 'job19' 'job43' 'job20'
 'job3' 'job14' 'job50' 'job34' 'job22' 'job42' 'job41' 'job33' 'job6'
 'job36' 'job5' 'job16' 'job2' 'job17' 'job38' 'job30' 'job49' 'job40'
 'job29' 'job9' 'job47' 'job13' 'job21' 'job51' 'job7' 'job11']"
rvea;3;7;0.42419270833333333;-1174.0;247968;"['job51' 'job35' 'job11' 'job4' 'job43' 'job23' 'job16' 'job5' 'job31'
 'job17' 'job48' 'job45' 'job22' 'job46' 'job28' 'job24' 'job40' 'job44'
 'job6' 'job21' 'job47' 'job34' 'job10' 'job3' 'job42' 'job37' 'job8'
 'job20' 'job50' 'job39' 'job0' 'job18' 'job33' 'job25' 'job30' 'job15'
 'job9' 'job2' 'job49' 'job52' 'job14' 'job38' 'job26' 'job41' 'job36'
 'job7' 'job1' 'job13' 'job32' 'job12' 'job29' 'job19' 'job27']"
rvea;4;7;0.43018771701388897;-1179.0;356405;"['job16' 'job49' 'job40' 'job48' 'job6' 'job9' 'job36' 'job8' 'job18'
 'job27' 'job21' 'job38' 'job1' 'job2' 'job19' 'job23' 'job39' 'job12'
 'job37' 'job10' 'job42' 'job41' 'job7' 'job29' 'job3' 'job5' 'job22'
 'job51' 'job11' 'job46' 'job35' 'job13' 'job25' 'job26' 'job50' 'job44'
 'job32' 'job28' 'job4' 'job24' 'job20' 'job15' 'job0' 'job30' 'job47'
 'job14' 'job33' 'job52' 'job45' 'job31' 'job43' 'job17' 'job34']"
rvea;5;7;0.43613630883487653;-1189.0;173769;"['job29' 'job6' 'job13' 'job51' 'job7' 'job45' 'job15' 'job44' 'job27'
 'job50' 'job49' 'job19' 'job17' 'job26' 'job28' 'job8' 'job1' 'job9'
 'job33' 'job21' 'job16' 'job35' 'job52' 'job30' 'job46' 'job43' 'job40'
 'job23' 'job24' 'job12' 'job34' 'job37' 'job38' 'job39' 'job18' 'job10'
 'job2' 'job20' 'job48' 'job5' 'job22' 'job25' 'job31' 'job0' 'job47'
 'job42' 'job32' 'job14' 'job4' 'job36' 'job41' 'job3' 'job11']"
rvea;6;7;0.44714192708333333;-1158.0;347101;"['job50' 'job8' 'job39' 'job22' 'job44' 'job37' 'job51' 'job16' 'job49'
 'job9' 'job2' 'job17' 'job0' 'job38' 'job25' 'job6' 'job11' 'job18'
 'job30' 'job34' 'job21' 'job32' 'job19' 'job36' 'job3' 'job13' 'job15'
 'job33' 'job46' 'job26' 'job4' 'job23' 'job7' 'job14' 'job20' 'job31'
 'job1' 'job10' 'job45' 'job40' 'job29' 'job12' 'job27' 'job28' 'job5'
 'job42' 'job41' 'job35' 'job48' 'job24' 'job52' 'job43' 'job47']"
rvea;7;7;0.4175443672839506;-1163.0;109145;"['job27' 'job22' 'job7' 'job9' 'job43' 'job37' 'job46' 'job36' 'job12'
 'job48' 'job45' 'job17' 'job14' 'job2' 'job41' 'job15' 'job23' 'job24'
 'job30' 'job39' 'job51' 'job38' 'job1' 'job19' 'job32' 'job50' 'job40'
 'job26' 'job28' 'job44' 'job6' 'job49' 'job16' 'job29' 'job25' 'job5'
 'job42' 'job21' 'job0' 'job3' 'job4' 'job11' 'job52' 'job35' 'job20'
 'job47' 'job18' 'job34' 'job8' 'job13' 'job31' 'job10' 'job33']"
rvea;8;7;0.4002073989679784;-1156.0;135045;"['job0' 'job40' 'job43' 'job42' 'job22' 'job11' 'job52' 'job20' 'job23'
 'job17' 'job44' 'job31' 'job45' 'job7' 'job37' 'job51' 'job26' 'job19'
 'job18' 'job9' 'job16' 'job39' 'job47' 'job30' 'job48' 'job2' 'job27'
 'job12' 'job34' 'job21' 'job33' 'job6' 'job49' 'job24' 'job28' 'job29'
 'job46' 'job15' 'job13' 'job35' 'job32' 'job5' 'job41' 'job1' 'job14'
 'job25' 'job10' 'job8' 'job4' 'job50' 'job36' 'job38' 'job3']"
rvea;9;7;0.5056914605034722;-1171.0;27178;"['job14' 'job43' 'job35' 'job27' 'job44' 'job38' 'job22' 'job16' 'job45'
 'job51' 'job23' 'job31' 'job50' 'job52' 'job32' 'job5' 'job37' 'job46'
 'job7' 'job40' 'job18' 'job42' 'job21' 'job25' 'job19' 'job48' 'job26'
 'job6' 'job41' 'job30' 'job20' 'job47' 'job49' 'job33' 'job1' 'job29'
 'job9' 'job8' 'job2' 'job0' 'job39' 'job24' 'job36' 'job34' 'job15'
 'job3' 'job11' 'job10' 'job28' 'job13' 'job17' 'job12' 'job4']"
rvea;0;8;0.6044048996913581;-1164.0;491914;"['job6' 'job20' 'job1' 'job36' 'job37' 'job34' 'job39' 'job2' 'job33'
 'job17' 'job44' 'job23' 'job40' 'job18' 'job45' 'job50' 'job12' 'job5'
 'job14' 'job52' 'job22' 'job27' 'job47' 'job4' 'job31' 'job11' 'job35'
 'job43' 'job38' 'job48' 'job16' 'job32' 'job30' 'job28' 'job0' 'job24'
 'job8' 'job10' 'job51' 'job26' 'job41' 'job13' 'job3' 'job49' 'job21'
 'job15' 'job25' 'job42' 'job9' 'job7' 'job46' 'job29' 'job19']"
rvea;1;8;0.5041968376253858;-1195.0;352651;"['job29' 'job28' 'job48' 'job37' 'job36' 'job39' 'job22' 'job21' 'job9'
 'job34' 'job40' 'job44' 'job31' 'job49' 'job14' 'job43' 'job32' 'job20'
 'job51' 'job27' 'job38' 'job18' 'job16' 'job52' 'job23' 'job13' 'job10'
 'job42' 'job33' 'job4' 'job26' 'job11' 'job7' 'job0' 'job1' 'job46'
 'job5' 'job12' 'job45' 'job24' 'job3' 'job6' 'job30' 'job35' 'job2'
 'job15' 'job50' 'job41' 'job8' 'job47' 'job17' 'job25' 'job19']"
rvea;2;8;0.6086600899402005;-1170.0;71523;"['job5' 'job16' 'job3' 'job12' 'job49' 'job17' 'job37' 'job14' 'job26'
 'job36' 'job0' 'job30' 'job35' 'job46' 'job9' 'job33' 'job43' 'job38'
 'job4' 'job1' 'job42' 'job7' 'job41' 'job40' 'job13' 'job34' 'job11'
 'job52' 'job27' 'job10' 'job48' 'job22' 'job44' 'job28' 'job50' 'job39'
 'job18' 'job24' 'job2' 'job47' 'job31' 'job25' 'job45' 'job51' 'job32'
 'job8' 'job15' 'job19' 'job21' 'job20' 'job6' 'job23' 'job29']"
rvea;3;8;0.5878589470003858;-1196.0;71211;"['job41' 'job15' 'job0' 'job39' 'job35' 'job24' 'job7' 'job34' 'job40'
 'job37' 'job30' 'job1' 'job5' 'job43' 'job9' 'job49' 'job38' 'job26'
 'job12' 'job22' 'job14' 'job25' 'job31' 'job13' 'job28' 'job33' 'job50'
 'job16' 'job18' 'job20' 'job32' 'job10' 'job17' 'job48' 'job11' 'job21'
 'job29' 'job4' 'job19' 'job51' 'job46' 'job47' 'job8' 'job23' 'job44'
 'job3' 'job42' 'job2' 'job52' 'job45' 'job36' 'job6' 'job27']"
rvea;4;8;0.6188072976948303;-1196.0;63739;"['job26' 'job37' 'job0' 'job38' 'job21' 'job42' 'job1' 'job4' 'job51'
 'job23' 'job48' 'job33' 'job11' 'job5' 'job28' 'job40' 'job9' 'job10'
 'job29' 'job22' 'job15' 'job14' 'job35' 'job3' 'job52' 'job17' 'job50'
 'job36' 'job39' 'job34' 'job49' 'job8' 'job43' 'job6' 'job44' 'job25'
 'job31' 'job12' 'job16' 'job45' 'job24' 'job20' 'job30' 'job46' 'job2'
 'job13' 'job41' 'job27' 'job18' 'job47' 'job32' 'job7' 'job19']"
rvea;5;8;0.6023637936439045;-1194.0;479096;"['job29' 'job20' 'job45' 'job35' 'job50' 'job17' 'job33' 'job27' 'job9'
 'job0' 'job1' 'job21' 'job18' 'job42' 'job51' 'job23' 'job15' 'job19'
 'job48' 'job4' 'job8' 'job10' 'job13' 'job25' 'job34' 'job49' 'job31'
 'job11' 'job41' 'job22' 'job43' 'job36' 'job39' 'job6' 'job40' 'job37'
 'job3' 'job2' 'job47' 'job46' 'job26' 'job12' 'job14' 'job30' 'job16'
 'job38' 'job5' 'job52' 'job24' 'job28' 'job44' 'job32' 'job7']"
rvea;6;8;0.5827545090663582;-1201.0;311878;"['job24' 'job15' 'job42' 'job48' 'job39' 'job51' 'job50' 'job45' 'job31'
 'job12' 'job7' 'job21' 'job44' 'job30' 'job10' 'job2' 'job5' 'job27'
 'job35' 'job4' 'job25' 'job16' 'job43' 'job41' 'job19' 'job22' 'job37'
 'job8' 'job47' 'job6' 'job20' 'job23' 'job26' 'job18' 'job0' 'job49'
 'job46' 'job1' 'job13' 'job17' 'job52' 'job9' 'job32' 'job3' 'job38'
 'job28' 'job33' 'job14' 'job29' 'job34' 'job36' 'job40' 'job11']"
rvea;7;8;0.5791928590374229;-1201.0;356772;"['job39' 'job33' 'job49' 'job38' 'job3' 'job1' 'job4' 'job26' 'job37'
 'job47' 'job43' 'job22' 'job45' 'job2' 'job7' 'job51' 'job5' 'job52'
 'job31' 'job6' 'job35' 'job25' 'job24' 'job23' 'job20' 'job18' 'job44'
 'job50' 'job32' 'job27' 'job34' 'job21' 'job48' 'job12' 'job15' 'job42'
 'job13' 'job41' 'job29' 'job17' 'job0' 'job9' 'job30' 'job14' 'job11'
 'job28' 'job36' 'job10' 'job8' 'job40' 'job16' 'job46' 'job19']"
rvea;8;8;0.5762521701388889;-1203.0;330156;"['job27' 'job4' 'job43' 'job14' 'job23' 'job6' 'job52' 'job26' 'job34'
 'job16' 'job49' 'job1' 'job46' 'job28' 'job22' 'job48' 'job38' 'job29'
 'job7' 'job8' 'job9' 'job51' 'job32' 'job18' 'job44' 'job42' 'job21'
 'job0' 'job45' 'job37' 'job12' 'job19' 'job36' 'job2' 'job31' 'job39'
 'job50' 'job15' 'job11' 'job13' 'job33' 'job20' 'job5' 'job3' 'job10'
 'job24' 'job41' 'job47' 'job40' 'job30' 'job17' 'job25' 'job35']"
rvea;9;8;0.654061294367284;-1171.0;252458;"['job15' 'job10' 'job27' 'job49' 'job9' 'job16' 'job43' 'job34' 'job22'
 'job37' 'job45' 'job36' 'job29' 'job31' 'job18' 'job23' 'job41' 'job28'
 'job26' 'job39' 'job33' 'job51' 'job25' 'job0' 'job44' 'job3' 'job52'
 'job2' 'job17' 'job1' 'job13' 'job4' 'job14' 'job48' 'job6' 'job8' 'job5'
 'job50' 'job21' 'job30' 'job11' 'job46' 'job24' 'job42' 'job7' 'job38'
 'job32' 'job40' 'job20' 'job47' 'job12' 'job35' 'job19']"
rvea;0;9;0.5164436547550154;-1173.0;74591;"['job6' 'job51' 'job1' 'job25' 'job14' 'job37' 'job15' 'job24' 'job17'
 'job41' 'job35' 'job13' 'job46' 'job30' 'job4' 'job9' 'job29' 'job40'
 'job42' 'job50' 'job7' 'job33' 'job23' 'job10' 'job31' 'job12' 'job8'
 'job44' 'job34' 'job21' 'job38' 'job11' 'job36' 'job26' 'job2' 'job48'
 'job19' 'job5' 'job27' 'job28' 'job16' 'job3' 'job45' 'job22' 'job18'
 'job49' 'job43' 'job20' 'job0' 'job52' 'job47' 'job32' 'job39']"
rvea;1;9;0.5316472861207562;-1163.0;226418;"['job12' 'job13' 'job45' 'job44' 'job26' 'job17' 'job5' 'job16' 'job3'
 'job10' 'job9' 'job22' 'job8' 'job24' 'job35' 'job18' 'job38' 'job49'
 'job28' 'job52' 'job36' 'job2' 'job30' 'job31' 'job4' 'job23' 'job20'
 'job39' 'job51' 'job32' 'job47' 'job34' 'job0' 'job14' 'job29' 'job43'
 'job33' 'job7' 'job6' 'job50' 'job25' 'job42' 'job15' 'job40' 'job46'
 'job1' 'job21' 'job41' 'job48' 'job37' 'job11' 'job19' 'job27']"
rvea;2;9;0.4627997504340277;-1184.0;263539;"['job8' 'job7' 'job19' 'job48' 'job12' 'job51' 'job13' 'job31' 'job3'
 'job4' 'job9' 'job49' 'job27' 'job32' 'job0' 'job17' 'job41' 'job25'
 'job16' 'job52' 'job11' 'job42' 'job46' 'job6' 'job24' 'job28' 'job20'
 'job37' 'job50' 'job29' 'job40' 'job1' 'job43' 'job21' 'job47' 'job34'
 'job38' 'job14' 'job39' 'job30' 'job10' 'job15' 'job18' 'job26' 'job35'
 'job45' 'job33' 'job23' 'job36' 'job2' 'job44' 'job22' 'job5']"
rvea;3;9;0.5584033805941357;-1176.0;126227;"['job32' 'job11' 'job26' 'job7' 'job51' 'job19' 'job0' 'job4' 'job42'
 'job1' 'job18' 'job17' 'job47' 'job27' 'job28' 'job48' 'job34' 'job36'
 'job14' 'job21' 'job22' 'job20' 'job15' 'job13' 'job45' 'job35' 'job39'
 'job3' 'job31' 'job25' 'job37' 'job12' 'job8' 'job38' 'job52' 'job10'
 'job40' 'job33' 'job29' 'job24' 'job16' 'job2' 'job41' 'job9' 'job43'
 'job23' 'job49' 'job50' 'job30' 'job6' 'job44' 'job46' 'job5']"
rvea;4;9;0.5059288194444443;-1192.0;238315;"['job42' 'job10' 'job6' 'job46' 'job4' 'job47' 'job49' 'job19' 'job11'
 'job14' 'job21' 'job30' 'job37' 'job13' 'job44' 'job36' 'job7' 'job22'
 'job25' 'job31' 'job51' 'job26' 'job2' 'job38' 'job32' 'job41' 'job34'
 'job43' 'job24' 'job8' 'job29' 'job40' 'job12' 'job50' 'job35' 'job3'
 'job27' 'job15' 'job16' 'job1' 'job52' 'job23' 'job33' 'job18' 'job39'
 'job48' 'job17' 'job20' 'job0' 'job45' 'job28' 'job9' 'job5']"
rvea;5;9;0.5089114643614969;-1173.0;343542;"['job20' 'job6' 'job46' 'job15' 'job23' 'job34' 'job33' 'job43' 'job8'
 'job9' 'job25' 'job27' 'job35' 'job44' 'job26' 'job40' 'job29' 'job39'
 'job50' 'job30' 'job31' 'job28' 'job52' 'job7' 'job51' 'job19' 'job12'
 'job2' 'job41' 'job32' 'job49' 'job47' 'job1' 'job42' 'job37' 'job36'
 'job11' 'job10' 'job0' 'job3' 'job21' 'job4' 'job24' 'job45' 'job38'
 'job5' 'job17' 'job22' 'job48' 'job18' 'job13' 'job16' 'job14']"
rvea;6;9;0.5430430471161266;-1171.0;200489;"['job44' 'job48' 'job41' 'job45' 'job21' 'job6' 'job37' 'job27' 'job34'
 'job33' 'job14' 'job47' 'job10' 'job52' 'job30' 'job4' 'job23' 'job40'
 'job0' 'job49' 'job39' 'job43' 'job46' 'job16' 'job50' 'job12' 'job24'
 'job25' 'job13' 'job26' 'job7' 'job29' 'job28' 'job32' 'job1' 'job8'
 'job36' 'job51' 'job18' 'job11' 'job15' 'job17' 'job3' 'job19' 'job35'
 'job42' 'job2' 'job22' 'job31' 'job38' 'job9' 'job20' 'job5']"
rvea;7;9;0.5378122890142747;-1184.0;47335;"['job42' 'job24' 'job39' 'job30' 'job25' 'job15' 'job1' 'job3' 'job48'
 'job43' 'job26' 'job13' 'job28' 'job27' 'job49' 'job52' 'job20' 'job9'
 'job51' 'job45' 'job32' 'job19' 'job4' 'job7' 'job23' 'job33' 'job8'
 'job17' 'job37' 'job31' 'job2' 'job16' 'job40' 'job35' 'job41' 'job21'
 'job44' 'job36' 'job38' 'job22' 'job0' 'job6' 'job10' 'job50' 'job18'
 'job34' 'job14' 'job46' 'job29' 'job12' 'job47' 'job11' 'job5']"
