;_metric;time_this_iter_s;done;timesteps_total;episodes_total;training_iteration;trial_id;experiment_id;date;timestamp;time_total_s;pid;hostname;node_ip;time_since_restore;timesteps_since_restore;iterations_since_restore;warmup_time;config/adaptive_rate_mode;config/alg_name;config/crossover;config/cx_pb;config/eliminate_duplicates;config/functions;config/mut_pb;config/mutation;config/n_evals;config/n_parallelizations;config/obj_weights;config/parallelization_method;config/plot_solution;config/pop_size;config/pressure;config/print_iterations;config/print_results;config/problem_getter;config/sampling;config/seed;logdir
20;75827.0;80.60334539413452;False;;;1;98b2f_00020;6786529908e54f018577188f26ef4341;2023-08-15_12-47-16;1692096436;80.60334539413452;47948;users.cfads.fh-bielefeld.de;10.134.17.12;80.60334539413452;0;1;0.0074419975280761;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.95;False;['ta033'];0.6;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740c6520>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00020_20_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.9500,mut_pb=0.6000,pop_size=10,p_2023-08-15_12-45-49
21;61941.0;75.12103962898254;False;;;1;98b2f_00021;2aa789474e9f4a02ad7c6888338e27ff;2023-08-15_12-47-17;1692096437;75.12103962898254;48333;users.cfads.fh-bielefeld.de;10.134.17.12;75.12103962898254;0;1;0.0070564746856689;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.05;False;['ta033'];0.6;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;20;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740c4cd0>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00021_21_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.0500,mut_pb=0.6000,pop_size=20,pres_2023-08-15_12-45-56
22;54362.0;6.465335369110107;False;;;1;98b2f_00022;6810762c8a0e497494f623f39925f4dd;2023-08-15_12-46-15;1692096375;6.465335369110107;48663;users.cfads.fh-bielefeld.de;10.134.17.12;6.465335369110107;0;1;0.0066747665405273;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.6;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740c6250>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00022_22_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=50,p_2023-08-15_12-46-02
23;66356.0;94.37358045578004;False;;;1;98b2f_00023;f427586a9f9b4631a210f2ac89d58191;2023-08-15_12-47-50;1692096470;94.37358045578004;49044;users.cfads.fh-bielefeld.de;10.134.17.12;94.37358045578004;0;1;0.0060937404632568;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.6;False;['ta033'];0.6;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740c6d00>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00023_23_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.6000,mut_pb=0.6000,pop_size=10,p_2023-08-15_12-46-09
24;63098.0;11.170000791549684;False;;;1;98b2f_00024;f5e32331bcb84cb385c65b67e065f320;2023-08-15_12-46-33;1692096393;11.170000791549684;49344;users.cfads.fh-bielefeld.de;10.134.17.12;11.170000791549684;0;1;0.0061044692993164;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.95;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740cb4c0>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00024_24_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.9500,mut_pb=0.0500,pop_size=50,p_2023-08-15_12-46-15
25;67805.0;49.14454960823059;False;;;1;98b2f_00025;abbe50f50923473984ff8df1070a2246;2023-08-15_12-47-19;1692096439;49.14454960823059;49680;users.cfads.fh-bielefeld.de;10.134.17.12;49.14454960823059;0;1;0.0062668323516845;none;GA;<class 'pymoo.operators.crossover.pntx.SinglePointCrossover'>;0.6;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740cbc40>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00025_25_crossover=class_pymoo_operators_crossover_pntx_SinglePointCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=5_2023-08-15_12-46-22
26;53991.0;23.722583293914795;False;;;1;98b2f_00026;012889b516e9474e92dfb374ef2d93c0;2023-08-15_12-47-00;1692096420;23.722583293914795;50008;users.cfads.fh-bielefeld.de;10.134.17.12;23.722583293914795;0;1;0.0065743923187255;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.05;False;['ta033'];0.4;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740d0400>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00026_26_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.0500,mut_pb=0.4000,pop_size=50,pres_2023-08-15_12-46-30
27;62901.0;128.15448594093323;False;;;1;98b2f_00027;78a35e0197944a6283748ab6a6e117ff;2023-08-15_12-48-51;1692096531;128.15448594093323;50327;users.cfads.fh-bielefeld.de;10.134.17.12;128.15448594093323;0;1;0.0059480667114257;none;GA;<class 'pymoo.operators.crossover.pntx.SinglePointCrossover'>;0.05;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740d0b80>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00027_27_crossover=class_pymoo_operators_crossover_pntx_SinglePointCrossover,cx_pb=0.0500,mut_pb=0.0500,pop_size=5_2023-08-15_12-46-36
28;66381.0;105.92163443565369;False;;;1;98b2f_00028;df43e5e8a4ab4941a4e7c9d58501c026;2023-08-15_12-48-29;1692096509;105.92163443565369;45870;users.cfads.fh-bielefeld.de;10.134.17.12;105.92163443565369;0;1;0.0065467357635498;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.6;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;20;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740cf340>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00028_28_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=20,p_2023-08-15_12-46-43
29;66218.0;11.99821138381958;False;;;1;98b2f_00029;f5e32331bcb84cb385c65b67e065f320;2023-08-15_12-46-56;1692096416;11.99821138381958;49344;users.cfads.fh-bielefeld.de;10.134.17.12;11.99821138381958;0;1;0.0061044692993164;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.6;False;['ta033'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;20;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f1b740cfac0>;;/home/voll_lu/ray_results/objective_2023-08-15_12-43-34/objective_98b2f_00029_29_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=20,pres_2023-08-15_12-46-44
