;_metric;time_this_iter_s;done;timesteps_total;episodes_total;training_iteration;trial_id;experiment_id;date;timestamp;time_total_s;pid;hostname;node_ip;time_since_restore;timesteps_since_restore;iterations_since_restore;warmup_time;config/adaptive_rate_mode;config/alg_name;config/crossover;config/cx_pb;config/eliminate_duplicates;config/functions;config/mut_pb;config/mutation;config/n_evals;config/n_parallelizations;config/obj_weights;config/parallelization_method;config/plot_solution;config/pop_size;config/pressure;config/print_iterations;config/print_results;config/problem_getter;config/sampling;config/seed;logdir
0;72777.0;78.24838590621948;False;;;1;1f98a_00000;757e930c91ba4dca8acdbb3aad78fd55;2023-08-15_16-30-45;1692109845;78.24838590621948;62999;users.cfads.fh-bielefeld.de;10.134.17.12;78.24838590621948;0;1;0.0065131187438964;none;GA;<class 'pymoo.operators.crossover.pntx.SinglePointCrossover'>;0.05;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4530430>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00000_0_crossover=class_pymoo_operators_crossover_pntx_SinglePointCrossover,cx_pb=0.0500,mut_pb=0.0500,pop_size=50_2023-08-15_16-29-21
1;58572.0;5.9514710903167725;False;;;1;1f98a_00001;e460229296b04a2c98790620e4fa52b4;2023-08-15_16-29-39;1692109779;5.9514710903167725;63299;users.cfads.fh-bielefeld.de;10.134.17.12;5.9514710903167725;0;1;0.0065603256225585;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.6;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4530df0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00001_1_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=50,press_2023-08-15_16-29-27
2;75993.0;78.97348356246948;False;;;1;1f98a_00002;8387339867a74e92b1ebab6131483bbb;2023-08-15_16-30-58;1692109858;78.97348356246948;63598;users.cfads.fh-bielefeld.de;10.134.17.12;78.97348356246948;0;1;0.0059816837310791;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.6;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b45405b0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00002_2_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.6000,mut_pb=0.0500,pop_size=10,press_2023-08-15_16-29-33
3;67193.0;33.01811599731445;False;;;1;1f98a_00003;d3c81fd82f5d4a69a4b7f1d2bf559dc4;2023-08-15_16-30-18;1692109818;33.01811599731445;63882;users.cfads.fh-bielefeld.de;10.134.17.12;33.01811599731445;0;1;0.006274938583374;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.05;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;50;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4521550>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00003_3_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.0500,mut_pb=0.0500,pop_size=50,pr_2023-08-15_16-29-39
4;77162.0;1.5469555854797363;False;;;1;1f98a_00004;aec1e6fe0f8e4918b053f6e7aeeaae5f;2023-08-15_16-29-53;1692109793;1.5469555854797363;64167;users.cfads.fh-bielefeld.de;10.134.17.12;1.5469555854797363;0;1;0.0066132545471191;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.05;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b45403a0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00004_4_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.0500,mut_pb=0.0500,pop_size=10,press_2023-08-15_16-29-45
5;72287.0;3.1614913940429688;False;;;1;1f98a_00005;84a0bf3eb11c430eb4aae1d4cd54d864;2023-08-15_16-30-00;1692109800;3.1614913940429688;64450;users.cfads.fh-bielefeld.de;10.134.17.12;3.1614913940429688;0;1;0.0057184696197509;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.05;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;20;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4540df0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00005_5_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.0500,mut_pb=0.0500,pop_size=20,press_2023-08-15_16-29-51
6;76344.0;1.6242494583129885;False;;;1;1f98a_00006;9dc90cf4321949158ff7b6a5f344526d;2023-08-15_16-30-05;1692109805;1.6242494583129885;64747;users.cfads.fh-bielefeld.de;10.134.17.12;1.6242494583129885;0;1;0.0064716339111328;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.05;False;['ta034'];0.4;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;10;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b45435b0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00006_6_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.0500,mut_pb=0.4000,pop_size=10,pr_2023-08-15_16-29-57
7;77798.0;24.66012215614319;False;;;1;1f98a_00007;08c7c385be824a5ba45d84cadeed9883;2023-08-15_16-30-34;1692109834;24.66012215614319;65076;users.cfads.fh-bielefeld.de;10.134.17.12;24.66012215614319;0;1;0.0065712928771972;none;GA;<class 'pymoo.operators.crossover.pntx.SinglePointCrossover'>;0.6;False;['ta034'];0.4;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;20;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4543d30>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00007_7_crossover=class_pymoo_operators_crossover_pntx_SinglePointCrossover,cx_pb=0.6000,mut_pb=0.4000,pop_size=20_2023-08-15_16-30-03
8;78473.0;42.98270869255066;False;;;1;1f98a_00008;9fd6f5dabfd6434ba4c483bc40c2cfb9;2023-08-15_16-31-00;1692109860;42.98270869255066;65358;users.cfads.fh-bielefeld.de;10.134.17.12;42.98270869255066;0;1;0.0063436031341552;none;GA;<class 'pymoo.operators.crossover.pntx.TwoPointCrossover'>;0.95;False;['ta034'];0.05;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;2;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b45494f0>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00008_8_crossover=class_pymoo_operators_crossover_pntx_TwoPointCrossover,cx_pb=0.9500,mut_pb=0.0500,pop_size=10,pr_2023-08-15_16-30-09
9;74562.0;1.2301735877990725;False;;;1;1f98a_00009;468517e4a1d94cb58154e913717c42c7;2023-08-15_16-30-25;1692109825;1.2301735877990725;65801;users.cfads.fh-bielefeld.de;10.134.17.12;1.2301735877990725;0;1;0.0072848796844482;none;GA;<class 'pymoo.operators.crossover.ux.UniformCrossover'>;0.05;False;['ta034'];0.6;<class 'custom_ga_operators.FlipMutation'>;3000;4;[1];multi_threading;False;10;4;False;False;<class 'permutation_flow_shop_default.PFSSP'>;<pymoo.operators.sampling.rnd.PermutationRandomSampling object at 0x7f08b4549c70>;;/home/voll_lu/ray_results/objective_2023-08-15_16-29-16/objective_1f98a_00009_9_crossover=class_pymoo_operators_crossover_ux_UniformCrossover,cx_pb=0.0500,mut_pb=0.6000,pop_size=10,press_2023-08-15_16-30-17
