linear_score;flowtime_sum;worker_load;job_uncertainty_mean
0,9586231669676898;188628,01999999993;456,245634548611;0,10708915794957702
0,9474096576317481;188625,47999999998;439,40371248070977;0,10839908981126765
0,9486402370315097;188935,35999999984;445,9164067129631;0,10576409214578682
0,9412324289089204;188622,93999999994;429,22314066358024;0,1095319192829668
0,9548988128782345;188137,8;447,97628078703696;0,10932960602720508
0,9343632592290021;189054,73999999996;430,67219072145065;0,10446978954143539
0,9313489311300469;188612,78;423,2576918981482;0,10666527497971426
0,9387948091284297;188338,45999999996;431,3978664930556;0,10751007876377554
0,9448129798006509;188419,74;436,35175630787035;0,10856505871516824
0,9514481774456147;188640,71999999997;445,8576043209876;0,10773374619496273
0,9457223680033143;188879,47999999998;437,3896567129629;0,1080530062416145
0,9393154525251469;188602,61999999997;433,39652436342595;0,1065781958742831
0,9506663251360181;188742,32000000007;448,02364195601854;0,10618581099729106
0,9408068426309595;188424,82000000004;429,8104555555555;0,10926386129351146
0,9690875898756048;188732,1599999999;471,7318833140432;0,10584857261726242
0,9112564254772781;188513,72000000003;395,7162474537037;0,10792978085267205
0,9501178138286699;188569,6;446,0823980709876;0,10696550047314962
0,9263948989629915;188854,08000000002;422,2918453510802;0,10401200157974066
0,9372269898884851;188213,99999999994;423,97113672839504;0,11014556738950955
0,928150743533201;188790,57999999993;416,8150490547839;0,10756752944357117
