linear_score;flowtime_sum;worker_load;job_uncertainty_mean
0,9737796541027263;187985,40000000005;311,32274621913587;0,0896741515656759
0,9708703484286348;187921,90000000005;309,1160722029321;0,08962518557613607
0,9583325403562271;188622,94;300,2942627893518;0,08808264352041169
0,9550054774470093;188274,95999999993;297,4485407214506;0,08847342942196494
0,9736627975116432;188470,54000000007;312,58681201774687;0,08844884426922545
0,9658666901644652;189054,74000000002;308,8343398148149;0,08638756327667663
0,9518301033810337;188267,34;294,828823591821;0,08847646029970292
0,9654508059771094;188163,2000000001;306,27936041666663;0,08847918285257152
0,9777705553510887;188023,5;311,4458652584877;0,09139338520012089
0,9668528543004246;187947,3000000001;304,344367824074;0,09039983420328895
0,9422535184729922;188033,66;288,60773580246916;0,08776336070873186
0,9704036765605533;188043,82;310,35531201774694;0,0886082373087208
0,9549179128263399;188798,19999999998;300,1793078510801;0,08641406886317914
0,9493273110007272;188587,3799999999;294,97766973379635;0,08693766990879034
0,9593811315774092;188145,41999999998;301,1591184413581;0,08855037132199599
0,9785579426565576;188386,71999999997;315,62499349922837;0,08909009419055831
0,956328917686926;188409,58000000005;298,7173898148148;0,08824607644487094
0,9542869552425325;188427,35999999996;295,6646533950618;0,08898166538404279
0,9604238744871058;188767,72000000006;307,49362746913573;0,0849202109138785
0,9781375697720582;187325,0;312,91758487654323;0,0914299921322138
