Wall time,Step,Value
1693919226.2894778,2048,8.133338928222656
1693919235.0277283,3072,7.620429039001465
1693919243.5581486,4096,7.620429039001465
1693919252.3249562,5120,7.99702262878418
1693919261.1656759,6144,7.95029354095459
1693919269.8853073,7168,7.95029354095459
1693919278.4493396,8192,8.261241912841797
1693919287.2871404,9216,8.528278350830078
1693919295.8581457,10240,8.528278350830078
1693919304.6504896,11264,9.507868766784668
1693919313.5596905,12288,9.871354103088379
1693919322.3835864,13312,9.909551620483398
1693919330.967224,14336,10.408312797546387
1693919339.7592187,15360,10.789030075073242
1693919348.5423973,16384,10.421281814575195
1693919357.3271213,17408,10.628142356872559
1693919365.9104116,18432,10.412384033203125
1693919374.630511,19456,10.401515007019043
1693919383.3876014,20480,10.599048614501953
1693919392.1510832,21504,10.55544662475586
1693919400.9464347,22528,10.460759162902832
1693919409.9418976,23552,10.23200511932373
1693919418.968799,24576,10.468916893005371
1693919427.7416437,25600,10.439446449279785
1693919436.529867,26624,10.318449020385742
1693919445.2325208,27648,10.1895751953125
1693919454.153518,28672,10.46713924407959
1693919462.7960773,29696,10.635090827941895
1693919471.6625907,30720,10.71682357788086
1693919480.5398405,31744,10.70712947845459
1693919489.4060001,32768,10.5875883102417
1693919498.107509,33792,10.855547904968262
1693919506.909085,34816,11.17807388305664
1693919515.8066237,35840,10.905959129333496
1693919524.7863204,36864,10.983159065246582
1693919533.574521,37888,10.98143482208252
1693919542.2539358,38912,10.840964317321777
1693919550.870867,39936,11.511378288269043
1693919559.5101683,40960,11.34724235534668
1693919568.341006,41984,11.176555633544922
1693919577.1183703,43008,11.236871719360352
1693919585.7380002,44032,10.926569938659668
1693919594.4914849,45056,10.76804256439209
1693919603.5390768,46080,10.925586700439453
1693919612.4230702,47104,11.163345336914062
1693919621.3933923,48128,11.076895713806152
1693919630.1802204,49152,11.392775535583496
1693919639.0910697,50176,11.41362476348877
1693919648.0409658,51200,12.24930191040039
1693919656.8507159,52224,12.440176963806152
1693919665.6645162,53248,12.310261726379395
1693919674.4520476,54272,11.931453704833984
1693919683.3842027,55296,11.832674980163574
1693919692.090439,56320,12.087606430053711
1693919701.0023324,57344,11.67772102355957
1693919709.8901095,58368,11.761041641235352
1693919718.9359853,59392,11.644445419311523
1693919727.7336721,60416,12.068916320800781
1693919736.449209,61440,12.019369125366211
1693919745.3929787,62464,12.253912925720215
1693919754.1934984,63488,11.80556583404541
1693919763.1226695,64512,11.949512481689453
1693919772.0520482,65536,11.975159645080566
1693919780.856759,66560,11.925389289855957
1693919789.7562492,67584,11.925389289855957
1693919798.6207829,68608,12.10511589050293
1693919807.54197,69632,12.059978485107422
1693919816.3331864,70656,12.059978485107422
1693919825.0664415,71680,12.40244197845459
1693919833.8630488,72704,13.089420318603516
1693919842.4960356,73728,13.089420318603516
1693919851.597433,74752,12.718412399291992
1693919860.700601,75776,12.33144760131836
1693919869.6028206,76800,13.165450096130371
1693919878.433614,77824,13.165450096130371
1693919887.666976,78848,13.294044494628906
1693919896.529603,79872,12.986116409301758
1693919905.452438,80896,12.986116409301758
1693919914.1892138,81920,13.378841400146484
1693919923.0697186,82944,13.996302604675293
1693919931.9062066,83968,13.996302604675293
