Wall time,Step,Value
1693919940.6770148,84992,13.631292343139648
1693919949.6971624,86016,13.599072456359863
1693919958.8108125,87040,13.599072456359863
1693919967.8439665,88064,13.477136611938477
1693919976.6359365,89088,13.549591064453125
1693919985.4943206,90112,13.562495231628418
1693919994.4320238,91136,13.504981994628906
1693920003.292007,92160,13.336888313293457
1693920012.3469455,93184,13.28300666809082
1693920021.1008706,94208,13.232425689697266
1693920030.0038874,95232,13.455491065979004
1693920038.9699452,96256,13.690770149230957
1693920047.9590087,97280,13.420629501342773
1693920057.0059304,98304,13.67370319366455
1693920066.0147614,99328,13.68056869506836
1693920074.8007412,100352,14.13704776763916
1693920083.5586586,101376,14.017672538757324
1693920092.5111773,102400,13.927695274353027
1693920101.4106407,103424,13.706524848937988
1693920110.4016442,104448,13.794926643371582
1693920119.2643528,105472,13.374794006347656
1693920128.2819068,106496,13.492799758911133
1693920137.1848829,107520,13.29388427734375
1693920146.1669784,108544,13.379816055297852
1693920155.2611465,109568,13.502205848693848
1693920164.2226794,110592,14.023214340209961
1693920173.281788,111616,14.388163566589355
1693920182.2310553,112640,14.507240295410156
1693920191.3582406,113664,14.43004322052002
1693920200.2301784,114688,14.347786903381348
1693920209.2991755,115712,14.462191581726074
1693920218.4058533,116736,14.99250602722168
1693920227.2806482,117760,14.51834774017334
1693920236.124866,118784,14.379332542419434
1693920245.0281477,119808,14.637993812561035
1693920254.2599115,120832,14.752700805664062
1693920263.7161481,121856,14.889451026916504
1693920272.6067834,122880,14.76638412475586
1693920281.7885818,123904,14.864005088806152
1693920290.6753566,124928,14.504076957702637
1693920299.699612,125952,14.800292015075684
1693920308.5240364,126976,14.661791801452637
1693920317.6184695,128000,14.65590763092041
1693920326.6736395,129024,14.828649520874023
1693920335.651934,130048,15.102340698242188
1693920344.5884163,131072,15.089396476745605
1693920353.5383952,132096,15.31330394744873
1693920362.8353367,133120,15.321391105651855
1693920371.744233,134144,15.503997802734375
1693920380.7770522,135168,15.524325370788574
1693920389.6576455,136192,15.120543479919434
1693920398.6156688,137216,14.73971939086914
1693920407.675869,138240,14.849020004272461
1693920416.6184347,139264,14.863421440124512
1693920425.4451623,140288,14.665810585021973
1693920434.4512804,141312,14.653650283813477
1693920443.4427836,142336,14.681893348693848
1693920452.4975052,143360,14.612439155578613
1693920461.7418473,144384,14.612439155578613
1693920470.6750824,145408,14.696525573730469
1693920479.7902815,146432,14.244535446166992
1693920488.8155298,147456,14.244535446166992
1693920497.7899506,148480,14.486494064331055
1693920506.8665764,149504,14.611411094665527
1693920515.902315,150528,14.611411094665527
1693920524.6599946,151552,14.391316413879395
1693920533.3551807,152576,14.644038200378418
1693920542.0889385,153600,14.676963806152344
1693920550.9261692,154624,14.676963806152344
1693920559.954786,155648,14.522350311279297
1693920569.119952,156672,14.521659851074219
1693920578.0485952,157696,14.521659851074219
1693920586.828335,158720,14.79660415649414
1693920595.8648229,159744,14.85925006866455
1693920604.8518295,160768,14.85925006866455
1693920613.7811074,161792,15.3505277633667
1693920623.0318341,162816,15.955487251281738
1693920631.817471,163840,15.955487251281738
1693920640.5532055,164864,16.02439308166504
1693920649.599974,165888,16.191967010498047
1693920658.829686,166912,16.0669002532959
1693920667.7169428,167936,15.994632720947266
1693920676.7820585,168960,15.750133514404297
1693920685.761862,169984,15.684771537780762
1693920694.7802675,171008,15.15168571472168
1693920703.7114158,172032,15.086124420166016
1693920712.605594,173056,15.264212608337402
1693920721.3344393,174080,14.843659400939941
1693920730.1733418,175104,14.884446144104004
1693920739.3136377,176128,14.825796127319336
1693920748.2564254,177152,15.168462753295898
1693920757.1793692,178176,15.209663391113281
1693920766.1800392,179200,15.414243698120117
1693920774.7506702,180224,15.429880142211914
1693920783.7338104,181248,16.04454231262207
1693920792.6074924,182272,16.003339767456055
1693920801.508385,183296,16.142776489257812
1693920810.5383782,184320,16.023561477661133
1693920819.439681,185344,16.150012969970703
1693920828.1339135,186368,15.98142147064209
1693920837.1537447,187392,16.208999633789062
1693920846.1486084,188416,16.150545120239258
1693920855.28654,189440,16.35977554321289
1693920864.218153,190464,16.61020851135254
1693920873.179603,191488,16.48452377319336
1693920882.1124854,192512,16.822378158569336
1693920891.0163867,193536,17.013381958007812
1693920899.9081907,194560,16.713621139526367
1693920908.7034442,195584,16.69358253479004
1693920917.6296654,196608,16.274261474609375
1693920926.4661705,197632,16.139177322387695
1693920935.420646,198656,16.173635482788086
1693920944.5701504,199680,16.027278900146484
1693920953.5726085,200704,16.396652221679688
1693920962.7210135,201728,16.342411041259766
1693920971.753558,202752,16.24409294128418
1693920980.7070534,203776,16.42451286315918
1693920989.5816505,204800,16.83592987060547
1693920998.4271708,205824,16.80916976928711
1693921007.389409,206848,17.23466682434082
1693921016.4460864,207872,17.08868980407715
1693921025.1116126,208896,16.872623443603516
1693921033.9205494,209920,16.50255584716797
1693921042.6990688,210944,16.362316131591797
1693921051.9765067,211968,16.3750057220459
1693921061.0263195,212992,16.303585052490234
1693921069.9637167,214016,15.891938209533691
1693921078.8049574,215040,15.70132064819336
1693921087.7097485,216064,15.833003044128418
1693921096.6232524,217088,16.429616928100586
1693921105.6707897,218112,16.30188751220703
1693921114.574418,219136,16.53206443786621
1693921123.5970242,220160,16.072317123413086
1693921132.4511425,221184,16.072317123413086
1693921141.1628137,222208,16.071346282958984
1693921150.1359956,223232,15.837824821472168
1693921159.1741903,224256,15.837824821472168
1693921167.9879513,225280,15.830171585083008
1693921176.9711409,226304,15.389725685119629
1693921185.898161,227328,15.389725685119629
1693921194.737002,228352,15.514482498168945
1693921203.723006,229376,15.614543914794922
1693921212.409809,230400,16.099159240722656
1693921221.1447334,231424,16.099159240722656
1693921230.2790816,232448,15.881226539611816
1693921239.2547498,233472,16.124000549316406
1693921248.335764,234496,16.124000549316406
1693921257.298142,235520,16.089759826660156
1693921266.2580516,236544,16.33032989501953
1693921274.968194,237568,16.33032989501953
1693921283.6359358,238592,15.725272178649902
1693921292.60978,239616,15.69825267791748
1693921301.3963826,240640,15.69825267791748
1693921310.1585119,241664,15.978655815124512
1693921318.8241138,242688,16.510684967041016
1693921327.4804604,243712,16.397842407226562
1693921336.571515,244736,16.4185848236084
1693921345.9606369,245760,17.07103729248047
1693921354.887566,246784,17.091394424438477
1693921363.7931716,247808,17.38580322265625
1693921372.618208,248832,17.332788467407227
1693921381.4019332,249856,17.15152359008789
1693921390.0573025,250880,16.628934860229492
1693921398.9307423,251904,16.38869285583496
1693921407.871818,252928,16.377456665039062
1693921416.7749987,253952,16.008190155029297
1693921425.530101,254976,15.910555839538574
1693921434.6587203,256000,16.042102813720703
1693921443.4242785,257024,16.012306213378906
1693921452.3366241,258048,16.622100830078125
1693921461.3468738,259072,17.08269691467285
1693921470.218288,260096,16.781211853027344
1693921479.115841,261120,16.7380428314209
1693921487.8581274,262144,17.051462173461914
1693921496.400309,263168,17.1981258392334
1693921505.266881,264192,16.557140350341797
1693921514.2021494,265216,16.42378807067871
1693921523.1853938,266240,16.417743682861328
1693921532.2516577,267264,15.809613227844238
1693921540.9788635,268288,16.252946853637695
1693921549.8107255,269312,16.188629150390625
1693921558.8127377,270336,15.882180213928223
1693921567.6627574,271360,16.257448196411133
1693921576.5469515,272384,16.398359298706055
1693921585.1520326,273408,16.279020309448242
1693921594.0374272,274432,16.902666091918945
1693921602.8204854,275456,16.95642852783203
1693921611.4684823,276480,16.98936653137207
1693921620.2134926,277504,17.132335662841797
1693921628.8995528,278528,17.208213806152344
1693921637.5050786,279552,16.961008071899414
1693921646.2999406,280576,16.707300186157227
1693921655.351643,281600,16.284971237182617
1693921663.960883,282624,16.346803665161133
1693921672.7362843,283648,16.31138038635254
1693921681.7447183,284672,15.612032890319824
1693921690.3121233,285696,15.395357131958008
1693921699.2027457,286720,15.82487678527832
1693921707.9262233,287744,15.573610305786133
1693921716.5661862,288768,15.74332332611084
1693921725.4704704,289792,15.338980674743652
1693921734.4019723,290816,15.168790817260742
1693921743.2276294,291840,15.039144515991211
1693921752.5863771,292864,15.513128280639648
1693921761.2325773,293888,14.88097095489502
1693921769.9178605,294912,14.893533706665039
1693921778.5536716,295936,15.16712760925293
1693921787.4017837,296960,15.498884201049805
1693921796.1286519,297984,15.498884201049805
1693921804.843719,299008,15.91050910949707
1693921813.5887425,300032,16.246524810791016
